3num,tic,3CompanyID,3DirectorID,3DirectorName,3CompanyName,3RoleName,3DateStartRole,3DateEndRole,3Seniority,3ceo?,3Unnamed: 10,Active2020_May26_Dec31,RoleType
339,LLY,18888,1068880,Dave Ricks,ELI LILLY & CO,Chair/President/CEO,6/1/17,,Executive Director,1,Dave Ricks,Yes,CEO
340,BBWI,18892,53436,Leslie Wexner,BATH & BODY WORKS INC (L Brands Inc prior to 08/2021),Chairman/CEO,1/1/02,5/14/20,Executive Director,1,Leslie Wexner,No,CEO
341,LNC,18908,54612,Dennis Glass,LINCOLN NATIONAL CORP,President/CEO,7/6/07,5/27/22,Executive Director,1,Dennis Glass,Yes,CEO
342,LMT,19048,202548,Marillyn Hewson,LOCKHEED MARTIN CORP,Chairman/President/CEO,1/1/14,6/15/20,Executive Director,1,Marillyn Hewson,Yes,CEO
343,LOM,19048,202548,Marillyn Hewson,LOCKHEED MARTIN CORP,Chairman/President/CEO,1/1/14,6/15/20,Executive Director,1,Marillyn Hewson,Yes,CEO
344,L,19065,11269,Andrew Tisch,LOEWS CORP,Co-Chairman,1/10/06,12/31/21,Executive Director,1,Andrew Tisch,Yes,TMT
345,LTR,19065,11269,Andrew Tisch,LOEWS CORP,Co-Chairman,1/10/06,12/31/21,Executive Director,1,Andrew Tisch,Yes,TMT
346,L,19065,36800,Jim Tisch,LOEWS CORP,President/CEO,1/1/99,,Executive Director,1,Jim Tisch,Yes,CEO
347,LTR,19065,36800,Jim Tisch,LOEWS CORP,President/CEO,1/1/99,,Executive Director,1,Jim Tisch,Yes,CEO
348,L,19065,36825,Jon Tisch,LOEWS CORP,Co-Chairman,1/10/06,,Executive Director,1,Jon Tisch,Yes,TMT
349,LTR,19065,36825,Jon Tisch,LOEWS CORP,Co-Chairman,1/10/06,,Executive Director,1,Jon Tisch,Yes,TMT
350,LOW,19193,489833,Marvin Ellison,LOWE'S COS INC,President/CEO,7/2/18,6/1/21,Executive Director,1,Marvin Ellison,Yes,CEO
351,MTB,19327,484476,Ren___© Jones,M&T BANK CORP,Chairman/CEO,12/20/17,,Executive Director,1,Ren___© Jones,Yes,CEO
352,MAQ,19706,24849,Bill Marriott Jr,MARRIOTT INTERNATIONAL INC,Chairman (Executive),3/31/12,5/6/22,Executive Director,1,Bill Marriott Jr,Yes,TMT
353,MAR,19706,24849,Bill Marriott Jr,MARRIOTT INTERNATIONAL INC,Chairman (Executive),3/31/12,5/6/22,Executive Director,1,Bill Marriott Jr,Yes,TMT
354,MAQ,19706,38571,Arne Sorenson,MARRIOTT INTERNATIONAL INC,President/CEO,3/31/12,2/15/21,Executive Director,1,Arne Sorenson,Yes,CEO
355,MAR,19706,38571,Arne Sorenson,MARRIOTT INTERNATIONAL INC,President/CEO,3/31/12,2/15/21,Executive Director,1,Arne Sorenson,Yes,CEO
356,MHM,19713,592845,Dan Glaser,MARSH & MCLENNAN COMPANIES INC,President/CEO,1/1/13,12/31/22,Executive Director,1,Dan Glaser,Yes,CEO
357,MMC,19713,592845,Dan Glaser,MARSH & MCLENNAN COMPANIES INC,President/CEO,1/1/13,12/31/22,Executive Director,1,Dan Glaser,Yes,CEO
358,MSN,19713,592845,Dan Glaser,MARSH & MCLENNAN COMPANIES INC,President/CEO,1/1/13,12/31/22,Executive Director,1,Dan Glaser,Yes,CEO
359,MLM,19739,841525,Ward Nye,MARTIN MARIETTA MATERIALS INC,Chairman/President/CEO,5/22/14,,Executive Director,1,Ward Nye,Yes,CEO
360,MAS,19758,1135450,Keith Allman,MASCO CORP,President/CEO,2/14/14,,Executive Director,1,Keith Allman,Yes,CEO
361,MXI,19863,36387,Tunc Doluca,MAXIM INTEGRATED PRODUCTS INC (De-listed 08/2021),President/CEO,1/1/07,8/26/21,Executive Director,1,Tunc Doluca,Yes,CEO
362,MXIM,19863,36387,Tunc Doluca,MAXIM INTEGRATED PRODUCTS INC (De-listed 08/2021),President/CEO,1/1/07,8/26/21,Executive Director,1,Tunc Doluca,Yes,CEO
363,MKC,19939,481697,Lawrence Kurzius,MCCORMICK & CO INC,Chairman/President/CEO,1/31/17,6/1/22,Executive Director,1,Lawrence Kurzius,Yes,CEO
364,MKC.V,19939,481697,Lawrence Kurzius,MCCORMICK & CO INC,Chairman/President/CEO,1/31/17,6/1/22,Executive Director,1,Lawrence Kurzius,Yes,CEO
365,MCD,19944,1381393,Chris Kempczinski,MCDONALD'S CORP,President/CEO,11/1/19,,Executive Director,1,Chris Kempczinski,Yes,CEO
366,MDO,19944,1381393,Chris Kempczinski,MCDONALD'S CORP,President/CEO,11/1/19,,Executive Director,1,Chris Kempczinski,Yes,CEO
367,SPGI,19953,604942,Doug Peterson,S&P GLOBAL INC (McGraw Hill Financial Inc prior to 04/2016),President/CEO,11/1/13,,Executive Director,1,Doug Peterson,Yes,CEO
368,MCK,19966,509859,Doctor Brian Tyler,MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),CEO,4/1/19,,Executive Director,1,Doctor Brian Tyler,Yes,CEO
369,MET,20426,1135745,Michel Khalaf,METLIFE INC,President/CEO,5/1/19,,Executive Director,1,Michel Khalaf,Yes,CEO
370,MET.PRA,20426,1135745,Michel Khalaf,METLIFE INC,President/CEO,5/1/19,,Executive Director,1,Michel Khalaf,Yes,CEO
371,MWZ,20426,1135745,Michel Khalaf,METLIFE INC,President/CEO,5/1/19,,Executive Director,1,Michel Khalaf,Yes,CEO
372,MTD,20478,205031,Olivier Filliol,METTLER TOLEDO INTERNATIONAL INC,President/CEO,1/1/09,3/31/21,Executive Director,1,Olivier Filliol,Yes,CEO
373,MCHP,20566,61502,Steve Sanghi,MICROCHIP TECHNOLOGY INC,Chairman/CEO,2/3/16,3/1/21,Executive Director,1,Steve Sanghi,Yes,CEO
374,MCP,20566,61502,Steve Sanghi,MICROCHIP TECHNOLOGY INC,Chairman/CEO,2/3/16,3/1/21,Executive Director,1,Steve Sanghi,Yes,CEO
375,MTE,20589,205405,Sanjay Mehrotra,MICRON TECHNOLOGY INC,President/CEO,5/8/17,,Executive Director,1,Sanjay Mehrotra,Yes,CEO
376,MU,20589,205405,Sanjay Mehrotra,MICRON TECHNOLOGY INC,President/CEO,5/8/17,,Executive Director,1,Sanjay Mehrotra,Yes,CEO
377,MTE,20589,2554735,K Hsu,MICRON TECHNOLOGY INC,Chairman/Regional VP,8/1/15,1/1/21,Executive Director,1,K Hsu,Yes,TMT
378,MU,20589,2554735,K Hsu,MICRON TECHNOLOGY INC,Chairman/Regional VP,8/1/15,1/1/21,Executive Director,1,K Hsu,Yes,TMT
379,MSF,20601,499383,Satya Nadella,MICROSOFT CORP,CEO,2/4/14,6/16/21,Executive Director,1,Satya Nadella,Yes,CEO
380,MSFT,20601,499383,Satya Nadella,MICROSOFT CORP,CEO,2/4/14,6/16/21,Executive Director,1,Satya Nadella,Yes,CEO
381,MAA,20625,341827,H Bolton Jr,MID-AMERICA APARTMENT COMMUNITIES INC,Chairman/President/CEO,10/1/02,,Executive Director,1,H Bolton Jr,Yes,CEO
382,MMM,20777,1310783,Mike Roman,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),Chairman/President/CEO,6/1/19,9/1/23,Executive Director,1,Mike Roman,Yes,CEO
383,MHK,20964,64542,Jeff Lorberbaum,MOHAWK INDUSTRIES INC,Chairman/CEO,11/4/09,,Executive Director,1,Jeff Lorberbaum,Yes,CEO
384,MCO,21071,49681,Raymond McDaniel Jr,MOODYS CORP,President/CEO,4/19/12,12/31/20,Executive Director,1,Raymond McDaniel Jr,Yes,CEO
385,MS,21105,34080,James Gorman,MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),Chairman/CEO,1/1/12,1/1/24,Executive Director,1,James Gorman,Yes,CEO
386,MSI,21174,42861,Greg Brown,MOTOROLA SOLUTIONS INC,Chairman/CEO,5/3/11,,Executive Director,1,Greg Brown,Yes,CEO
387,,21553,207048,Clay Williams,NOV INC (National Oilwell Varco Inc prior to 01/2021),Chairman/President/CEO,5/30/14,,Executive Director,1,Clay Williams,Yes,CEO
388,NO8,21553,207048,Clay Williams,NOV INC (National Oilwell Varco Inc prior to 01/2021),Chairman/President/CEO,5/30/14,,Executive Director,1,Clay Williams,Yes,CEO
389,NOV,21553,207048,Clay Williams,NOV INC (National Oilwell Varco Inc prior to 01/2021),Chairman/President/CEO,5/30/14,,Executive Director,1,Clay Williams,Yes,CEO
390,NTA,21903,1448606,George Kurian,NETAPP INC (Network Appliance Inc prior to 03/2008),President/CEO,5/20/16,7/1/20,Executive Director,1,George Kurian,Yes,CEO
391,NTAP,21903,1448606,George Kurian,NETAPP INC (Network Appliance Inc prior to 03/2008),President/CEO,5/20/16,7/1/20,Executive Director,1,George Kurian,Yes,CEO
392,NWL,22048,447647,Ravi Saligram,NEWELL BRANDS INC (Newell Rubbermaid Inc prior to 04/2016),President/CEO,10/2/19,5/5/22,Executive Director,1,Ravi Saligram,Yes,CEO
393,NEM,22069,1378869,Tom Palmer,NEWMONT CORP (Newmont Goldcorp Corp prior to 01/2020),President/CEO,10/1/19,,Executive Director,1,Tom Palmer,Yes,CEO
394,NI,22260,594908,Joe Hamrock,NISOURCE INC (NIPSCO Industries Inc prior to 04/1999),President/CEO,7/1/15,2/14/22,Executive Director,1,Joe Hamrock,Yes,CEO
395,NSC,22412,534106,Jim Squires,NORFOLK SOUTHERN CORP,Chairman/President/CEO,10/1/15,12/1/21,Executive Director,1,Jim Squires,Yes,CEO
396,NT4,22509,1122917,Mike O'Grady,NORTHERN TRUST CORP,Chairman/President/CEO,1/23/19,,Executive Director,1,Mike O'Grady,Yes,CEO
397,NTRS,22509,1122917,Mike O'Grady,NORTHERN TRUST CORP,Chairman/President/CEO,1/23/19,,Executive Director,1,Mike O'Grady,Yes,CEO
398,NOC,22521,1255302,Kathy Warden,NORTHROP GRUMMAN CORP,Chair/President/CEO,8/1/19,,Executive Director,1,Kathy Warden,Yes,CEO
399,NTH,22521,1255302,Kathy Warden,NORTHROP GRUMMAN CORP,Chair/President/CEO,8/1/19,,Executive Director,1,Kathy Warden,Yes,CEO
400,NRG,22626,598675,Mauricio Gutierrez,NRG ENERGY INC,President/CEO,1/4/16,11/17/23,Executive Director,1,Mauricio Gutierrez,Yes,CEO
401,ES,22660,206005,Jim Judge,EVERSOURCE ENERGY (Northeast Utilities prior to 02/2015),Chairman/President/CEO,5/3/17,5/5/21,Executive Director,1,Jim Judge,Yes,CEO
402,NVD,22806,83377,Jensen Huang,NVIDIA CORP,President/CEO,4/1/93,,Executive Director,1,Jensen Huang,Yes,CEO
403,NVDA,22806,83377,Jensen Huang,NVIDIA CORP,President/CEO,4/1/93,,Executive Director,1,Jensen Huang,Yes,CEO
404,OPC,22899,1304382,Vicki Hollub,OCCIDENTAL PETROLEUM CORP,President/CEO,4/29/16,,Executive Director,1,Vicki Hollub,Yes,CEO
405,OXY,22899,1304382,Vicki Hollub,OCCIDENTAL PETROLEUM CORP,President/CEO,4/29/16,,Executive Director,1,Vicki Hollub,Yes,CEO
406,ODFL,23040,272624,Earl Congdon Jr,OLD DOMINION FREIGHT LINE INC,Senior Chairman (Executive),5/16/18,1/1/21,Executive Director,1,Earl Congdon Jr,Yes,TMT
407,ODFL,23040,272632,David Congdon,OLD DOMINION FREIGHT LINE INC,Chairman (Executive),5/16/18,,Executive Director,1,David Congdon,Yes,TMT
408,ODFL,23040,896206,Greg Gantt,OLD DOMINION FREIGHT LINE INC,President/CEO,5/16/18,6/30/23,Executive Director,1,Greg Gantt,Yes,CEO
409,OMC,23113,35509,John Wren III,OMNICOM GROUP INC,Chairman/CEO,5/22/18,,Executive Director,1,John Wren III,Yes,CEO
410,ON,23134,200418,Keith Jackson,ON SEMICONDUCTOR CORP,President/CEO,11/19/02,12/7/20,Executive Director,1,Keith Jackson,Yes,CEO
411,OKE,23165,620137,Terry Spencer,ONEOK INC (WAI Inc prior to 11/1997),President/CEO,1/31/14,6/28/21,Executive Director,1,Terry Spencer,Yes,CEO
412,ORC,23295,27485,Larry Ellison,ORACLE CORP,Executive Chairman/Chief Technology Officer,9/17/14,,Executive Director,1,Larry Ellison,Yes,TMT
413,ORCL,23295,27485,Larry Ellison,ORACLE CORP,Executive Chairman/Chief Technology Officer,9/17/14,,Executive Director,1,Larry Ellison,Yes,TMT
414,ORC,23295,33468,Jeff Henley,ORACLE CORP,Vice Chairman (Executive),9/17/14,,Executive Director,1,Jeff Henley,Yes,TMT
415,ORCL,23295,33468,Jeff Henley,ORACLE CORP,Vice Chairman (Executive),9/17/14,,Executive Director,1,Jeff Henley,Yes,TMT
416,ORC,23295,33503,Safra Catz,ORACLE CORP,CEO,10/18/19,,Executive Director,1,Safra Catz,Yes,CEO
417,ORCL,23295,33503,Safra Catz,ORACLE CORP,CEO,10/18/19,,Executive Director,1,Safra Catz,Yes,CEO
418,ORLY,23350,102852,David O'Reilly,O'REILLY AUTOMOTIVE INC,Chairman (Executive),2/24/05,5/13/21,Executive Director,1,David O'Reilly,Yes,TMT
419,ORLY,23350,204705,Greg Henslee,O'REILLY AUTOMOTIVE INC,Vice Chairman (Executive),5/8/18,5/13/21,Executive Director,1,Greg Henslee,Yes,TMT
420,PCAR,23563,51632,Mark Pigott,PACCAR INC,Chairman (Executive),4/27/14,,Executive Director,1,Mark Pigott,Yes,TMT
421,PCAR,23563,1526154,R Feight,PACCAR INC,CEO,7/1/19,,Executive Director,1,R Feight,Yes,CEO
422,PKG,23635,205273,Mark Kowlzan,PACKAGING CORP OF AMERICA,Chairman/CEO,1/1/16,,Executive Director,1,Mark Kowlzan,Yes,CEO
423,PH,23834,502142,Tom Williams,PARKER-HANNIFIN CORP,Chairman/CEO,1/1/16,1/1/23,Executive Director,1,Tom Williams,Yes,CEO
424,PAYX,23945,39151,Martin Mucci,PAYCHEX INC,President/CEO,10/14/10,12/1/21,Executive Director,1,Martin Mucci,Yes,CEO
425,PCX,23945,39151,Martin Mucci,PAYCHEX INC,President/CEO,10/14/10,12/1/21,Executive Director,1,Martin Mucci,Yes,CEO
426,PEP,24151,1304732,Ramon Laguarta,PEPSICO INC,Chairman/President/CEO,2/1/19,,Executive Director,1,Ramon Laguarta,Yes,CEO
427,PCG,24303,47996,Bill Johnson,PG&E CORP,President/CEO,6/21/19,6/30/20,Executive Director,1,Bill Johnson,Yes,CEO
428,COP,24355,486834,Ryan Lance,CONOCOPHILLIPS COMPANY,Chairman/CEO,5/1/12,,Executive Director,1,Ryan Lance,Yes,CEO
429,YCP,24355,486834,Ryan Lance,CONOCOPHILLIPS COMPANY,Chairman/CEO,5/1/12,,Executive Director,1,Ryan Lance,Yes,CEO
430,PVH,24356,207452,Manny Chirico,PVH CORP,Chairman/CEO,6/19/07,2/1/21,Executive Director,1,Manny Chirico,Yes,CEO
431,PNW,24493,891832,Jeff Guldner,PINNACLE WEST CAPITAL CORP,Chairman/President/CEO,11/15/19,,Executive Director,1,Jeff Guldner,Yes,CEO
432,PWC,24493,891832,Jeff Guldner,PINNACLE WEST CAPITAL CORP,Chairman/President/CEO,11/15/19,,Executive Director,1,Jeff Guldner,Yes,CEO
433,PXD,24506,66062,Scott Sheffield,PIONEER NATURAL RESOURCES CO,President/CEO,2/21/19,1/1/21,Executive Director,1,Scott Sheffield,Yes,CEO
434,PNC,24669,44576,William Demchak,PNC FINANCIAL SERVICES GROUP INC,Chairman/President/CEO,4/22/14,2/20/24,Executive Director,1,William Demchak,Yes,CEO
435,PNCFO,24669,44576,William Demchak,PNC FINANCIAL SERVICES GROUP INC,Chairman/President/CEO,4/22/14,2/20/24,Executive Director,1,William Demchak,Yes,CEO
436,PNP,24669,44576,William Demchak,PNC FINANCIAL SERVICES GROUP INC,Chairman/President/CEO,4/22/14,2/20/24,Executive Director,1,William Demchak,Yes,CEO
437,RL,24726,220546,Ralph Lauren,RALPH LAUREN CORP,Executive Chairman/Chief Creative Officer,11/2/15,,Executive Director,1,Ralph Lauren,Yes,TMT
438,RL,24726,884348,Patrice Louvet,RALPH LAUREN CORP,President/CEO,7/3/17,,Executive Director,1,Patrice Louvet,Yes,CEO
439,RL,24726,1319543,David Lauren,RALPH LAUREN CORP,Vice Chairman/Chief Innovation Officer,10/7/16,3/1/22,Executive Director,1,David Lauren,Yes,TMT
440,PPG,24887,624113,Michael McGarry,PPG INDUSTRIES INC,Chairman/CEO,9/1/16,1/1/23,Executive Director,1,Michael McGarry,Yes,CEO
441,PPL,24890,333782,Bill Spence,PPL CORP,Chairman/CEO,7/1/19,5/31/20,Executive Director,1,Bill Spence,Yes,CEO
442,TR1,25020,489855,Bill Stromberg,T ROWE PRICE GROUP INC,Chairman/President/CEO,4/25/19,2/11/21,Executive Director,1,Bill Stromberg,Yes,CEO
443,TROW,25020,489855,Bill Stromberg,T ROWE PRICE GROUP INC,Chairman/President/CEO,4/25/19,2/11/21,Executive Director,1,Bill Stromberg,Yes,CEO
444,BKNG,25022,549248,Glenn Fogel,BOOKING HOLDINGS INC (Priceline Group Inc (The) prior to 02/2018),President/CEO/Division CEO,6/26/19,,Executive Director,1,Glenn Fogel,Yes,CEO
445,PFG,25087,333969,Dan Houston,PRINCIPAL FINANCIAL GROUP INC,Chairman/President/CEO,5/17/16,,Executive Director,1,Dan Houston,Yes,CEO
446,PG,25150,549272,David Taylor,PROCTER & GAMBLE CO,Chairman/President/CEO,7/1/16,11/1/21,Executive Director,1,David Taylor,Yes,CEO
447,PRG,25150,549272,David Taylor,PROCTER & GAMBLE CO,Chairman/President/CEO,7/1/16,11/1/21,Executive Director,1,David Taylor,Yes,CEO
448,PGR,25199,40291,Tricia Griffith,PROGRESSIVE CORP (OHIO),President/CEO,7/1/16,,Executive Director,1,Tricia Griffith,Yes,CEO
449,PGV,25199,40291,Tricia Griffith,PROGRESSIVE CORP (OHIO),President/CEO,7/1/16,,Executive Director,1,Tricia Griffith,Yes,CEO
450,PRU,25332,885991,Charlie Lowrey Jr,PRUDENTIAL FINANCIAL INC,Chairman/President/CEO,4/5/19,,Executive Director,1,Charlie Lowrey Jr,Yes,CEO
451,PEG,25378,204007,Doctor Ralph Izzo,PUBLIC SERVICE ENTERPRISE GROUP INC,Chairman/President/CEO,4/1/07,8/31/22,Executive Director,1,Doctor Ralph Izzo,Yes,CEO
452,PSE,25378,204007,Doctor Ralph Izzo,PUBLIC SERVICE ENTERPRISE GROUP INC,Chairman/President/CEO,4/1/07,8/31/22,Executive Director,1,Doctor Ralph Izzo,Yes,CEO
453,PSA,25380,270150,Joe Russell Jr,PUBLIC STORAGE (Public Storage Inc prior to 06/2007),President/CEO,1/1/19,,Executive Director,1,Joe Russell Jr,Yes,CEO
454,PUP,25380,270150,Joe Russell Jr,PUBLIC STORAGE (Public Storage Inc prior to 06/2007),President/CEO,1/1/19,,Executive Director,1,Joe Russell Jr,Yes,CEO
455,PHM,25407,1308442,Ryan Marshall,PULTEGROUP INC,President/CEO,9/8/16,,Executive Director,1,Ryan Marshall,Yes,CEO
456,QCI,25529,34486,Doctor Irwin Jacobs,QUALCOMM INC,Chairman/CEO Emeritus,3/6/12,,Executive Director,1,Doctor Irwin Jacobs,Yes,CEO
457,QCOM,25529,34486,Doctor Irwin Jacobs,QUALCOMM INC,Chairman/CEO Emeritus,3/6/12,,Executive Director,1,Doctor Irwin Jacobs,Yes,CEO
458,QCI,25529,640531,Steve Mollenkopf,QUALCOMM INC,CEO,3/4/14,6/30/21,Executive Director,1,Steve Mollenkopf,Yes,CEO
459,QCOM,25529,640531,Steve Mollenkopf,QUALCOMM INC,CEO,3/4/14,6/30/21,Executive Director,1,Steve Mollenkopf,Yes,CEO
460,PWR,25544,1048547,Duke Austin Jr,QUANTA SERVICES INC,President/CEO/COO,3/14/16,1/26/22,Executive Director,1,Duke Austin Jr,Yes,CEO
461,DGX,25578,37246,Steve Rusckowski,QUEST DIAGNOSTICS INC,Chairman/President/CEO,1/1/17,11/1/22,Executive Director,1,Steve Rusckowski,Yes,CEO
462,QDI,25578,37246,Steve Rusckowski,QUEST DIAGNOSTICS INC,Chairman/President/CEO,1/1/17,11/1/22,Executive Director,1,Steve Rusckowski,Yes,CEO
463,RJF,25808,275776,Paul Reilly,RAYMOND JAMES FINANCIAL INC,Chairman/CEO,2/16/17,,Executive Director,1,Paul Reilly,Yes,CEO
464,O,25864,1128307,Sumit Roy,REALTY INCOME CORP,President/CEO,10/16/18,,Executive Director,1,Sumit Roy,Yes,CEO
465,REGN,25954,201093,Doctor Len Schleifer,REGENERON PHARMACEUTICALS INC,President/CEO,1/1/94,6/9/23,Executive Director,1,Doctor Len Schleifer,Yes,CEO
466,RGO,25954,201093,Doctor Len Schleifer,REGENERON PHARMACEUTICALS INC,President/CEO,1/1/94,6/9/23,Executive Director,1,Doctor Len Schleifer,Yes,CEO
467,RSG,26097,205673,Don Slager,REPUBLIC SERVICES INC,CEO,5/1/19,5/21/21,Executive Director,1,Don Slager,Yes,CEO
468,RMD,26113,1089889,Mick Farrell,RESMED INC,CEO,3/1/13,1/25/23,Executive Director,1,Mick Farrell,Yes,CEO
469,RHI,26429,81557,Harold Messmer Jr,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),Chairman (Executive),12/15/19,,Executive Director,1,Harold Messmer Jr,Yes,TMT
470,RHJ,26429,81557,Harold Messmer Jr,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),Chairman (Executive),12/15/19,,Executive Director,1,Harold Messmer Jr,Yes,TMT
471,RHI,26429,81587,Michael Waddell,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),Vice Chairman/CEO/President,12/15/19,,Executive Director,1,Michael Waddell,Yes,CEO
472,RHJ,26429,81587,Michael Waddell,ROBERT HALF INC (Robert Half International Inc prior to 07/2023),Vice Chairman/CEO/President,12/15/19,,Executive Director,1,Michael Waddell,Yes,CEO
473,ROK,26468,1108705,Blake Moret,ROCKWELL AUTOMATION INC,Chairman/President/CEO,1/1/18,,Executive Director,1,Blake Moret,Yes,CEO
474,RWL,26468,1108705,Blake Moret,ROCKWELL AUTOMATION INC,Chairman/President/CEO,1/1/18,,Executive Director,1,Blake Moret,Yes,CEO
475,ROL,26519,44241,Richard Rollins Sr,ROLLINS INC,Chairman,7/24/01,8/17/20,Executive Director,1,Richard Rollins Sr,Yes,TMT
476,ROL,26519,141669,Gary Rollins,ROLLINS INC,Vice Chairman/CEO,1/22/13,8/25/20,Executive Director,1,Gary Rollins,Yes,CEO
477,ROP,26544,796522,Laurence Hunn,ROPER TECHNOLOGIES INC (Roper Industries Inc prior to 04/2015),President/CEO,9/19/18,,Executive Director,1,Laurence Hunn,Yes,CEO
478,ROST,26560,487157,Barbara Rentler,ROSS STORES INC,CEO,6/1/14,5/19/21,Executive Director,1,Barbara Rentler,Yes,CEO
479,RSO,26560,487157,Barbara Rentler,ROSS STORES INC,CEO,6/1/14,5/19/21,Executive Director,1,Barbara Rentler,Yes,CEO
480,RCL,26625,13413,Richard Fain,ROYAL CARIBBEAN CRUISES LTD (ROYAL CARIBBEAN GROUP),Chairman/CEO,4/1/88,1/3/22,Executive Director,1,Richard Fain,Yes,CEO
481,SBAC,27160,346056,Jeff Stoops,SBA COMMUNICATIONS CORP,President/CEO,1/1/02,12/31/23,Executive Director,1,Jeff Stoops,Yes,CEO
482,T,27163,33072,Randall Stephenson Jr,AT&T INC (SBC Communications Inc prior to 11/2005),Chairman/CEO,10/1/19,7/1/20,Executive Director,1,Randall Stephenson Jr,Yes,CEO
483,6MK,27219,31551,Ken Frazier,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,12/1/11,4/1/21,Executive Director,1,Ken Frazier,Yes,CEO
484,MRK,27219,31551,Ken Frazier,MERCK & CO INC (Schering-Plough Corp prior to 11/2009),Chairman/President/CEO,12/1/11,4/1/21,Executive Director,1,Ken Frazier,Yes,CEO
485,SCL,27242,484858,Olivier Le Peuch,SCHLUMBERGER LIMITED,CEO,8/1/19,,Executive Director,1,Olivier Le Peuch,Yes,CEO
486,SLB,27242,484858,Olivier Le Peuch,SCHLUMBERGER LIMITED,CEO,8/1/19,,Executive Director,1,Olivier Le Peuch,Yes,CEO
487,SCHW,27292,957,Chuck Schwab Jr,CHARLES SCHWAB CORP,Chairman (Executive),10/1/08,7/27/22,Executive Director,1,Chuck Schwab Jr,Yes,TMT
488,SCHW,27292,486476,Walt Bettinger II,CHARLES SCHWAB CORP,President/CEO,10/1/08,10/15/21,Executive Director,1,Walt Bettinger II,Yes,CEO
489,POOL,27358,1351667,Pete Arvan,POOL CORP (SCP Pool prior to 05/2006),President/CEO,7/31/19,,Executive Director,1,Pete Arvan,Yes,CEO
490,SDA,27418,516421,Ted Doheny II,SEALED AIR CORP,President/CEO,1/1/18,10/23/23,Executive Director,1,Ted Doheny II,Yes,CEO
491,SEE,27418,516421,Ted Doheny II,SEALED AIR CORP,President/CEO,1/1/18,10/23/23,Executive Director,1,Ted Doheny II,Yes,CEO
492,SHW,27786,60662,John Morikis,SHERWIN-WILLIAMS CO,Chairman/CEO,3/1/19,3/12/21,Executive Director,1,John Morikis,Yes,CEO
493,SPG,28041,70877,David Simon,SIMON PROPERTY GROUP INC,Chairman/President/CEO,2/15/19,,Executive Director,1,David Simon,Yes,CEO
494,SPG,28041,141036,Richard Sokolov,SIMON PROPERTY GROUP INC,Vice Chairman,2/15/19,,Executive Director,1,Richard Sokolov,Yes,TMT
495,SLG,28228,181802,Marc Holliday,SL GREEN REALTY CORP,Chairman/CEO,1/1/19,12/31/23,Executive Director,1,Marc Holliday,Yes,CEO
496,AOS,28304,484111,Ajita Rajendra,SMITH (AO) CORP,Chairman (Executive),9/1/18,5/1/20,Executive Director,1,Ajita Rajendra,No,TMT
497,AOS,28304,1302544,Kevin Wheeler,SMITH (AO) CORP,President/CEO,9/1/18,5/1/20,Executive Director,1,Kevin Wheeler,No,CEO
498,SJM,28325,43611,Richard Smucker,J. M. SMUCKER CO (THE),Chairman (Executive),5/1/16,8/17/22,Executive Director,1,Richard Smucker,Yes,TMT
499,SJM,28325,548682,Mark Smucker,J. M. SMUCKER CO (THE),President/CEO,5/1/16,8/17/22,Executive Director,1,Mark Smucker,Yes,CEO
500,SNA,28335,206568,Nick Pinchuk,SNAP-ON INC,Chairman/President/CEO,4/23/09,,Executive Director,1,Nick Pinchuk,Yes,CEO
501,SO,28665,325858,Tom Fanning,SOUTHERN CO,Chairman/President/CEO,12/1/10,3/31/23,Executive Director,1,Tom Fanning,Yes,CEO
502,LUV,28696,44881,Gary Kelly,SOUTHWEST AIRLINES CO,Chairman/CEO,1/10/17,2/1/22,Executive Director,1,Gary Kelly,Yes,CEO
503,SWK,29065,204774,Jim Loree,STANLEY BLACK & DECKER INC,President/CEO,8/1/16,2/23/21,Executive Director,1,Jim Loree,Yes,CEO
504,SBUX,29093,31844,Kevin Johnson,STARBUCKS CORP,President/CEO,4/3/17,4/4/22,Executive Director,1,Kevin Johnson,Yes,CEO
505,SRB,29093,31844,Kevin Johnson,STARBUCKS CORP,President/CEO,4/3/17,4/4/22,Executive Director,1,Kevin Johnson,Yes,CEO
506,SYK,29405,1117420,Kevin Lobo,STRYKER CORP,Chair/CEO,8/1/18,10/1/21,Executive Director,1,Kevin Lobo,Yes,CEO
507,SNPS,29816,64702,Doctor Aart De Geus,SYNOPSYS INC,Chairman/Co-CEO,5/21/12,4/30/22,Executive Director,1,Doctor Aart De Geus,Yes,CEO
508,SNPS,29816,64712,Doctor Chi-Foon Chan,SYNOPSYS INC,President/Co-CEO,5/21/12,11/1/21,Executive Director,1,Doctor Chi-Foon Chan,Yes,CEO
509,TTWO,29924,333171,Strauss Zelnick,TAKE TWO INTERACTIVE SOFTWARE INC,Chairman (Executive)/CEO,1/1/11,,Executive Director,1,Strauss Zelnick,Yes,CEO
