1num,gvkey,2num,tic,3num,1conm_x,2Company,3CompanyName,1ceo_minority,1ethnicity (from boardex),2BE,1ceo_race(black),ceo_race,1ceo_name,2First,2Last,3DirectorName,3Unnamed: 10,ceo_name,2Female,ceo_gender,2ExecType,3ceo?,3RoleName,3Seniority,3DateStartRole,3DateEndRole,2AnnDate,2permno,2Confounded,2Interim,3CompanyID,3DirectorID
163,66446,,PWR,460,QUANTA SERVICES INC,,QUANTA SERVICES INC,0,CAUCASIAN/WHITE,,,,,,,Duke Austin Jr,Duke Austin Jr,,,,,1,President/CEO/COO,Executive Director,3/14/16,1/26/22,,,,,25544,1048547
164,9465,,SLB,486,SCHLUMBERGER LTD,,SCHLUMBERGER LIMITED,0,CAUCASIAN/WHITE,,,,,,,Olivier Le Peuch,Olivier Le Peuch,,,,,1,CEO,Executive Director,8/1/19,C,,,,,27242,484858
165,10247,,SYY,,SYSCO CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
166,185532,,TRGP,,TARGA RESOURCES CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
167,14477,,WM,563,WASTE MANAGEMENT INC,,WASTE MANAGEMENT INC,0,CAUCASIAN/WHITE,,,,,,,Jim Fish Jr,Jim Fish Jr,,,,,1,President/CEO,Executive Director,11/10/16,C,,,,,33114,1119364
167,14477,,WM,613,WASTE MANAGEMENT INC,,WALLBRIDGE MINING CO LTD,0,CAUCASIAN/WHITE,,,,,,,Marz Kord-Gharachorloo,Marz Kord-Gharachorloo,,,,,1,President/CEO,Executive Director,4/25/12,10/10/23,,,,,742530,1061537
168,4699,28,MTB,351,M & T BANK CORP,M&T Bank,M&T BANK CORP,0,CAUCASIAN/WHITE,1,,black,,Rene,Jones,Ren__© Jones,Ren__© Jones,Rene Jones,0,Male,CEO,1,Chairman/CEO,Executive Director,12/20/17,C,12/20/17,35554,1,0,19327,484476
169,36191,,CARR,,CARRIER GLOBAL CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
170,4517,,NEE,246,NEXTERA ENERGY INC,,NEXTERA ENERGY INC (FPL Group Inc prior to 05/2010),0,CAUCASIAN/WHITE,,,,,,,Jim Robo,Jim Robo,,,,,1,Chairman/President/CEO,Executive Director,12/13/13,3/1/22,,,,,12407,39031
171,121382,,SBAC,481,SBA COMMUNICATIONS CORP,,SBA COMMUNICATIONS CORP,0,CAUCASIAN/WHITE,,,,,,,Jeff Stoops,Jeff Stoops,,,,,1,President/CEO,Executive Director,1/1/02,12/31/23,,,,,27160,346056
172,28742,,BWA,86,BORGWARNER INC,,BORGWARNER INC,0,CAUCASIAN/WHITE,,,,,,,Frederic Lissalde,Frederic Lissalde,,,,,1,President/CEO,Executive Director,8/1/18,C,,,,,4839,1195691
173,7974,119,NI,394,NISOURCE INC,NiSource,NISOURCE INC (NIPSCO Industries Inc prior to 04/1999),0,CAUCASIAN/WHITE,1,,black,,Lloyd,Yates,Joe Hamrock,Joe Hamrock,Lloyd Yates,0,Male,CEO,1,President/CEO,Executive Director,7/1/15,2/14/22,1/28/22,38762,1,0,22260,594908
173,7974,166,NI,394,NISOURCE INC,NiSource,NISOURCE INC (NIPSCO Industries Inc prior to 04/1999),0,CAUCASIAN/WHITE,1,,black,,Donald,Brown,Joe Hamrock,Joe Hamrock,Donald Brown,0,Male,TMT,1,President/CEO,Executive Director,7/1/15,2/14/22,3/24/15,38762,1,,22260,594908
174,7970,,ES,401,EVERSOURCE ENERGY,,EVERSOURCE ENERGY (Northeast Utilities prior to 02/2015),0,CAUCASIAN/WHITE,,,,,,,Jim Judge,Jim Judge,,,,,1,Chairman/President/CEO,Executive Director,5/3/17,5/5/21,,,,,22660,206005
175,3062,199,CTAS,128,CINTAS CORP,Cintas,CINTAS CORP,0,CAUCASIAN/WHITE,1,,black,,Phillip,Holloman,Scott Farmer,Scott Farmer,Phillip Holloman,0,Male,TMT,1,Chairman/CEO,Executive Director,9/30/16,5/31/21,1/19/08,23660,0,,6877,38311
176,4640,67,FITB,1,FIFTH THIRD BANCORP,Fifth Third Bancorp,FIFTH THIRD BANCORP,0,CAUCASIAN/WHITE,0,,non-black,,Greg,Carmichael,Greg Carmichael,Greg Carmichael,Greg Carmichael,0,Male,CEO,1,Chairman/President/CEO,Executive Director,2/1/18,10/26/20,7/8/15,34746,0,0,324,203638
177,6502,,KR,330,KROGER CO,,KROGER CO,0,CAUCASIAN/WHITE,,,,,,,William McMullen,William McMullen,,,,,1,Chairman/CEO,Executive Director,1/1/15,C,,,,,18195,35937
178,8762,,PG,446,PROCTER & GAMBLE CO,,PROCTER & GAMBLE CO,0,CAUCASIAN/WHITE,,,,,,,David Taylor,David Taylor,,,,,1,Chairman/President/CEO,Executive Director,7/1/16,11/1/21,,,,,25150,549272
178,8762,,PG,631,PROCTER & GAMBLE CO,,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),0,CAUCASIAN/WHITE,,,,,,,John Begeman,John Begeman,,,,,1,Chairman (Executive),Executive Director,6/25/15,4/7/21,,,,,1027070,441971
178,8762,,PG,633,PROCTER & GAMBLE CO,,I-80 GOLD CORP (Premier Gold Mines Ltd prior to 04/2021),0,CAUCASIAN/WHITE,,,,,,,Ewan Downie,Ewan Downie,,,,,1,President/CEO,Executive Director,5/29/06,4/7/21,,,,,1027070,732790
179,175955,,IPGP,311,IPG PHOTONICS CORP,,IPG PHOTONICS CORP,0,CAUCASIAN/WHITE,,,,,,,Doctor Valentin Gapontsev,Doctor Valentin Gapontsev,,,,,1,Chairman/CEO,Executive Director,1/1/98,5/4/21,,,,,16949,552050
180,61574,,WAT,,WATERS CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
181,5543,,WELL,271,WELLTOWER INC,,WELLTOWER INC (Health Care REIT Inc prior to 09/2015),0,CAUCASIAN/WHITE,,,,,,,Tom DeRosa,Tom DeRosa,,,,,1,Chairman/CEO,Executive Director,5/2/19,10/5/20,,,,,14484,183802
181,5543,,WELL,687,WELLTOWER INC,,WELL HEALTH TECHNOLOGIES CORP (Wellness Lifestyles Inc prior to 07/2018),0,CAUCASIAN/WHITE,,,,,,,Hamed Shahbazi,Hamed Shahbazi,,,,,1,Chairman/CEO,Executive Director,5/23/18,C,,,,,1987496,1607052
182,2111,,BDX,,BECTON DICKINSON & CO,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
183,111864,,CTSH,141,COGNIZANT TECH SOLUTIONS,,COGNIZANT TECHNOLOGY SOLUTIONS CORP,0,CAUCASIAN/WHITE,,,,,,,Brian Humphries,Brian Humphries,,,,,1,CEO,Executive Director,4/1/19,1/12/23,,,,,7256,515842
184,1988,,BALL,49,BALL CORP,,BALL CORP,0,CAUCASIAN/WHITE,,,,,,,John Hayes,John Hayes,,,,,1,Chairman/President/CEO,Executive Director,4/24/13,1/1/21,,,,,3439,456592
185,3505,,TAP,156,MOLSON COORS BEVERAGE CO,,MOLSON COORS BEVERAGE CO (Molson Coors Brewing Co prior to 01/2020),0,CAUCASIAN/WHITE,,,,,,,Gavin Hattersley,Gavin Hattersley,,,,,1,President/CEO,Executive Director,9/28/19,C,,,,,7847,1202080
186,4058,,DOV,188,DOVER CORP,,DOVER CORP,0,CAUCASIAN/WHITE,,,,,,,Rich Tobin,Rich Tobin,,,,,1,President/CEO,Executive Director,5/1/18,2/10/24,,,,,9555,480780
187,1598,,AME,25,AMETEK INC,,AMETEK INC,0,CAUCASIAN/WHITE,,,,,,,David Zapico,David Zapico,,,,,1,Chairman/CEO,Executive Director,7/7/17,C,,,,,2058,205055
187,1598,,AME,629,AMETEK INC,,ABACUS MINING & EXPLORATION CORP (Abacus Minerals Corp prior to 04/2001),0,CAUCASIAN/WHITE,,,,,,,Mike McInnis,Mike McInnis,,,,,1,Chairman (Executive),Executive Director,11/1/17,C,,,,,1016911,1379549
188,6742,,LNC,341,LINCOLN NATIONAL CORP,,LINCOLN NATIONAL CORP,0,CAUCASIAN/WHITE,,,,,,,Dennis Glass,Dennis Glass,,,,,1,President/CEO,Executive Director,7/6/07,5/27/22,,,,,18908,54612
189,11376,,WST,566,WEST PHARMACEUTICAL SVSC INC,,WEST PHARMACEUTICAL SERVICES INC,0,CAUCASIAN/WHITE,,,,,,,Eric Green,Eric Green,,,,,1,President/CEO,Executive Director,12/17/15,5/24/22,,,,,33314,1194462
190,14282,,APH,28,AMPHENOL CORP,,AMPHENOL CORP,0,CAUCASIAN/WHITE,,,,,,,Richard Norwitt,Richard Norwitt,,,,,1,President/CEO,Executive Director,1/5/09,C,,,,,2100,496788
191,15247,,VLO,,VALERO ENERGY CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
192,10115,,SYK,506,STRYKER CORP,,STRYKER CORP,1,INDIAN/SOUTH ASIAN,,,,,,,Kevin Lobo,Kevin Lobo,,,,,1,Chair/CEO,Executive Director,8/1/18,10/1/21,,,,,29405,1117420
193,26590,,FTV,709,FORTIVE CORP,,FORTIVE CORP,0,CAUCASIAN/WHITE,,,,,,,Jim Lico,Jim Lico,,,,,1,President/CEO,Executive Director,7/2/16,C,,,,,2482889,372492
194,8402,,PAYX,424,PAYCHEX INC,,PAYCHEX INC,0,CAUCASIAN/WHITE,,,,,,,Martin Mucci,Martin Mucci,,,,,1,President/CEO,Executive Director,10/14/10,12/1/21,,,,,23945,39151
195,2435,,BF.B,93,BROWN FORMAN CORP,,BROWN FORMAN CORP,0,CAUCASIAN/WHITE,,,,,,,Lawson Whiting,Lawson Whiting,,,,,1,President/CEO,Executive Director,3/28/19,C,,,,,5210,1113025
196,27914,,HUM,289,HUMANA INC,,HUMANA INC,0,CAUCASIAN/WHITE,,,,,,,Bruce Broussard,Bruce Broussard,,,,,1,President/CEO,Executive Director,1/1/13,1/8/24,,,,,15207,272234
197,65417,,YUM,,YUM BRANDS INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
198,1602,,AMGN,27,AMGEN INC,,AMGEN INC,0,CAUCASIAN/WHITE,,,,,,,Bob Bradway,Bob Bradway,,,,,1,Chairman/President/CEO,Executive Director,1/1/13,C,,,,,2068,534543
199,126721,,TDY,514,TELEDYNE TECHNOLOGIES INC,,TELEDYNE TECHNOLOGIES INC,0,CAUCASIAN/WHITE,,,,,,,Professor Doctor Robert Mehrabian,Professor Doctor Robert Mehrabian,,,,,1,Chairman (Executive),Executive Director,1/1/19,10/15/21,,,,,30261,36111
200,28192,,HWM,,HOWMET AEROSPACE INC,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
201,5568,,KHC,,KRAFT HEINZ CO,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
202,8245,,PNC,434,PNC FINANCIAL SVCS GROUP INC,,PNC FINANCIAL SERVICES GROUP INC,0,CAUCASIAN/WHITE,,,,,,,William Demchak,William Demchak,,,,,1,Chairman/President/CEO,Executive Director,4/22/14,2/20/24,,,,,24669,44576
203,8247,,PPG,440,PPG INDUSTRIES INC,,PPG INDUSTRIES INC,0,CAUCASIAN/WHITE,,,,,,,Michael McGarry,Michael McGarry,,,,,1,Chairman/CEO,Executive Director,9/1/16,1/1/23,,,,,24887,624113
204,60979,,WAB,557,WABTEC CORP,,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1,HISPANIC/LATIN AMERICAN,,,,,,,Al Neupaver,Al Neupaver,,,,,1,Chairman (Executive),Executive Director,5/1/18,7/1/20,,,,,33000,205052
204,60979,,WAB,558,WABTEC CORP,,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,1,HISPANIC/LATIN AMERICAN,,,,,,,Rafael Santana,Rafael Santana,,,,,1,President/CEO,Executive Director,7/1/19,C,,,,,33000,1188120
205,20228,,CTLT,698,CATALENT INC,,CATALENT INC,0,CAUCASIAN/WHITE,,,,,,,John Chiminski,John Chiminski,,,,,1,Chairman/CEO,Executive Director,2/13/19,7/1/22,,,,,2129696,1047323
206,162887,,DXCM,591,DEXCOM INC,,DEXCOM INC,0,CAUCASIAN/WHITE,,,,,,,Kevin Sayer,Kevin Sayer,,,,,1,Chairman/President/CEO,Executive Director,7/30/18,C,,,,,373917,346517
207,138205,,ILMN,297,ILLUMINA INC,,ILLUMINA INC,1,INDIAN/SOUTH ASIAN,,,,,,,Francis DeSouza,Francis DeSouza,,,,,1,President/CEO,Executive Director,7/5/16,6/11/23,,,,,15581,647025
208,30822,,O,464,REALTY INCOME CORP,,REALTY INCOME CORP,1,INDIAN/SOUTH ASIAN,,,,,,,Sumit Roy,Sumit Roy,,,,,1,President/CEO,Executive Director,10/16/18,C,,,,,25864,1128307
209,24800,,QCOM,457,QUALCOMM INC,,QUALCOMM INC,0,CAUCASIAN/WHITE,,,,,,,Doctor Irwin Jacobs,Doctor Irwin Jacobs,,,,,1,Chairman/CEO Emeritus,Executive Director,3/6/12,N,,,,,25529,34486
209,24800,,QCOM,459,QUALCOMM INC,,QUALCOMM INC,0,CAUCASIAN/WHITE,,,,,,,Steve Mollenkopf,Steve Mollenkopf,,,,,1,CEO,Executive Director,3/4/14,6/30/21,,,,,25529,640531
210,31887,,RMD,468,RESMED INC,,RESMED INC,1,OTHER,,,,,,,Mick Farrell,Mick Farrell,,,,,1,CEO,Executive Director,3/1/13,1/25/23,,,,,26113,1089889
211,8272,76,SRE,,SEMPRA ENERGY,Sempra Energy,,0,CAUCASIAN/WHITE,0,,non-black,,Donald,Felsinger,,,Donald Felsinger,0,Male,CEO,,,,,,12/7/05,86136,0,0,,
212,6266,,JNJ,314,JOHNSON & JOHNSON,,JOHNSON & JOHNSON,0,CAUCASIAN/WHITE,,,,,,,Alex Gorsky,Alex Gorsky,,,,,1,Chairman/CEO,Executive Director,12/28/12,1/3/22,,,,,17478,747756
213,21825,,CFG,700,CITIZENS FINANCIAL GROUP INC,,CITIZENS FINANCIAL GROUP INC,0,CAUCASIAN/WHITE,,,,,,,Bruce van Saun,Bruce van Saun,,,,,1,Chairman/CEO,Executive Director,9/24/14,C,,,,,2150201,35815
214,7241,,CVS,168,CVS HEALTH CORP,,CVS HEALTH CORP (CVS Caremark Corp prior to 09/2014),0,CAUCASIAN/WHITE,,,,,,,Larry Merlo,Larry Merlo,,,,,1,President/CEO,Executive Director,3/1/11,2/1/21,,,,,8468,45626
215,5518,,HAS,270,HASBRO INC,,HASBRO INC,0,CAUCASIAN/WHITE,,,,,,,Brian Goldner,Brian Goldner,,,,,1,Chairman/CEO,Executive Director,2/6/17,10/12/21,,,,,14399,205487
216,10519,,TXT,520,TEXTRON INC,,TEXTRON INC,0,CAUCASIAN/WHITE,,,,,,,Scott Donnelly,Scott Donnelly,,,,,1,Chairman/President/CEO,Executive Director,9/1/10,C,,,,,30529,32459
217,60900,,DISH,197,DISH NETWORK CORP,,DISH NETWORK CORP (Echostar Communications Corp prior to 01/2008) (De-listed 12/2023),0,CAUCASIAN/WHITE,,,,,,,Charlie Ergen,Charlie Ergen,,,,,1,Chairman (Executive),Executive Director,12/5/17,12/29/23,,,,,10024,43416
218,5709,,HRL,284,HORMEL FOODS CORP,,HORMEL FOODS CORP,0,CAUCASIAN/WHITE,,,,,,,Jim Snee,Jim Snee,,,,,1,Chairman/President/CEO,Executive Director,11/20/17,C,,,,,15070,806078
219,31846,42,DRI,173,DARDEN RESTAURANTS INC,Darden Restaurants,DARDEN RESTAURANTS INC,0,CAUCASIAN/WHITE,1,,black,,Clarence,Otis,Gene Lee Jr,Gene Lee Jr,Clarence Otis,0,Male,CEO,1,President/CEO,Executive Director,2/22/15,1/4/21,8/12/04,81655,1,0,8697,200799
220,16101,,ABBV,676,ABBVIE INC,,ABBVIE INC,1,HISPANIC/LATIN AMERICAN,,,,,,,Rick Gonzalez,Rick Gonzalez,,,,,1,Chairman/CEO,Executive Director,1/2/13,C,,,,,1921326,33494
221,1078,,ABT,,ABBOTT LABORATORIES,,,1,HISPANIC/LATIN AMERICAN,,,,,,,,,,,,,,,,,,,,,,,
222,2086,,BAX,50,BAXTER INTERNATIONAL INC,,BAXTER INTERNATIONAL INC,1,HISPANIC/LATIN AMERICAN,,,,,,,Joe Almeida,Joe Almeida,,,,,1,Chairman/President/CEO,Executive Director,1/1/16,C,,,,,3684,327852
223,2817,,CAT,106,CATERPILLAR INC,,CATERPILLAR INC,0,CAUCASIAN/WHITE,,,,,,,Jim Umpleby III,Jim Umpleby III,,,,,1,Chairman/CEO,Executive Director,12/12/18,C,,,,,6052,1079119
224,28320,,CDW,679,CDW CORP,,CDW CORP,0,CAUCASIAN/WHITE,,,,,,,Chris Leahy,Chris Leahy,,,,,1,President/CEO,Executive Director,1/1/19,1/5/23,,,,,1961452,452866
225,163946,,CF,604,CF INDUSTRIES HOLDINGS INC,,CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),0,CAUCASIAN/WHITE,,,,,,,David Kassie,David Kassie,,,,,1,Chairman (Executive),Executive Director,10/1/15,C,,,,,603809,331091
225,163946,,CF,605,CF INDUSTRIES HOLDINGS INC,,CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),0,CAUCASIAN/WHITE,,,,,,,Dan Daviau,Dan Daviau,,,,,1,President/CEO,Executive Director,10/1/15,C,,,,,603809,1131095
225,163946,,CF,611,CF INDUSTRIES HOLDINGS INC,,CF INDUSTRIES HLDGS INC,0,CAUCASIAN/WHITE,,,,,,,Tony Will,Tony Will,,,,,1,President/CEO,Executive Director,1/2/14,C,,,,,665753,534187
226,177376,,DFS,582,DISCOVER FINANCIAL SVCS,,DISCOVER FINANCIAL SERVICES INC,0,CAUCASIAN/WHITE,,,,,,,Roger Hochschild,Roger Hochschild,,,,,1,President/CEO,Executive Director,10/1/18,8/14/23,,,,,78171,33852
227,188255,,FBHS,,FORTUNE BRANDS HOME & SECUR,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
228,5256,,GWW,263,GRAINGER (W W) INC,,WW GRAINGER INC,0,CAUCASIAN/WHITE,,,,,,,DG Macpherson,DG Macpherson,,,,,1,Chairman/CEO,Executive Director,10/1/17,C,,,,,13725,881638
229,128978,,PKG,422,PACKAGING CORP OF AMERICA,,PACKAGING CORP OF AMERICA,0,CAUCASIAN/WHITE,,,,,,,Mark Kowlzan,Mark Kowlzan,,,,,1,Chairman/CEO,Executive Director,1/1/16,C,,,,,23635,205273
230,11264,135,WBA,559,WALGREENS BOOTS ALLIANCE INC,Walgreens,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),0,CAUCASIAN/WHITE,1,,black,,Rosalind,Brewer,Stefano Pessina,Stefano Pessina,Rosalind Brewer,1,Female,CEO,1,Executive Vice Chairman/CEO,Executive Director,7/9/15,3/15/21,1/26/21,19502,0,0,33026,3997
230,11264,135,WBA,560,WALGREENS BOOTS ALLIANCE INC,Walgreens,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),0,CAUCASIAN/WHITE,1,,black,,Rosalind,Brewer,Jim Skinner,Jim Skinner,Rosalind Brewer,1,Female,CEO,1,Chairman (Executive),Executive Director,1/9/15,3/15/21,1/26/21,19502,0,0,33026,35981
230,11264,255,WBA,559,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),0,CAUCASIAN/WHITE,1,,black,,Kathleen,Wilson-Thompson,Stefano Pessina,Stefano Pessina,Kathleen Wilson-Thompson,1,Female,TMT,1,Executive Vice Chairman/CEO,Executive Director,7/9/15,3/15/21,11/23/09,19502,1,,33026,3997
230,11264,255,WBA,560,WALGREENS BOOTS ALLIANCE INC,Walgreens Boots Alliance,WALGREENS BOOTS ALLIANCE INC (Walgreen Co prior to 12/2014),0,CAUCASIAN/WHITE,1,,black,,Kathleen,Wilson-Thompson,Jim Skinner,Jim Skinner,Kathleen Wilson-Thompson,1,Female,TMT,1,Chairman (Executive),Executive Director,1/9/15,3/15/21,11/23/09,19502,1,,33026,35981
231,24405,,ZBRA,575,ZEBRA TECHNOLOGIES CP -CL A,,ZEBRA TECHNOLOGIES CORP,0,CAUCASIAN/WHITE,,,,,,,Anders Gustafsson,Anders Gustafsson,,,,,1,CEO,Executive Director,9/4/07,3/1/23,,,,,34075,204453
232,31673,,ABC,,AMERISOURCEBERGEN CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
233,11032,,UHS,533,UNIVERSAL HEALTH SVCS INC,,UNIVERSAL HEALTH SERVICES INC,0,CAUCASIAN/WHITE,,,,,,,Alan Miller,Alan Miller,,,,,1,Chairman/CEO,Executive Director,5/20/09,1/1/21,,,,,31865,81852
234,13619,,ABMD,2,ABIOMED INC,,ABIOMED INC (De-listed 12/2022),0,CAUCASIAN/WHITE,,,,,,,Mike Minogue,Mike Minogue,,,,,1,Chairman/President/CEO,Executive Director,6/15/05,12/22/22,,,,,481,336173
235,119314,,BKNG,444,BOOKING HOLDINGS INC,,BOOKING HOLDINGS INC (Priceline Group Inc (The) prior to 02/2018),0,CAUCASIAN/WHITE,,,,,,,Glenn Fogel,Glenn Fogel,,,,,1,President/CEO/Division CEO,Executive Director,6/26/19,C,,,,,25022,549248
236,126136,,CHTR,652,CHARTER COMMUNICATIONS INC,,CHARTER COMMUNICATIONS INC (Spectrum),0,CAUCASIAN/WHITE,,,,,,,Tom Rutledge,Tom Rutledge,,,,,1,Chairman/CEO,Executive Director,7/26/16,11/30/22,,,,,1661731,334487
237,12441,,IT,251,GARTNER INC,,GARTNER INC (Gartner Group Inc prior to 08/2001),0,CAUCASIAN/WHITE,,,,,,,Gene Hall,Gene Hall,,,,,1,CEO,Executive Director,8/3/04,C,,,,,12862,35090
238,16245,,PBCT,627,PEOPLE'S UNITED FINL INC,,PEOPLE'S UNITED FINANCIAL INC (De-listed 04/2022),0,CAUCASIAN/WHITE,,,,,,,Jack Barnes,Jack Barnes,,,,,1,Chairman/CEO,Executive Director,6/26/18,4/4/22,,,,,1013530,204547
239,20686,,SYF,699,SYNCHRONY FINANCIAL,,SYNCHRONY FINANCIAL,0,CAUCASIAN/WHITE,,,,,,,Margaret Keane,Margaret Keane,,,,,1,CEO,Executive Director,5/2/19,4/1/21,,,,,2129744,1111132
240,66065,227,URI,546,UNITED RENTALS INC,United Rentals,UNITED RENTALS INC,0,CAUCASIAN/WHITE,1,,black,,William,Plummer,Matt Flannery,Matt Flannery,William Plummer,0,Male,TMT,1,President/CEO,Executive Director,5/8/19,C,11/24/08,85663,1,,32144,628081
241,14822,,WRB,57,BERKLEY (W R) CORP,,W.R. BERKLEY CORP,0,CAUCASIAN/WHITE,,,,,,,Rob Berkley Jr,Rob Berkley Jr,,,,,1,President/CEO,Executive Director,10/31/15,C,,,,,4078,82162
241,14822,,WRB,58,BERKLEY (W R) CORP,,W.R. BERKLEY CORP,0,CAUCASIAN/WHITE,,,,,,,Wm Berkley Sr,Wm Berkley Sr,,,,,1,Chairman (Executive),Executive Director,10/31/15,C,,,,,4078,82207
242,11636,6,XRX,573,XEROX HOLDINGS CORP,Xerox,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),0,CAUCASIAN/WHITE,1,,black,,Ursula,Burns,John Visentin,John Visentin,Ursula Burns,1,Female,CEO,1,Vice Chairman/CEO,Executive Director,5/14/18,6/28/22,5/21/09,27983,1,0,33850,1117881
242,11636,170,XRX,573,XEROX HOLDINGS CORP,Xerox,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),0,CAUCASIAN/WHITE,1,,black,,Ursula,Burns,John Visentin,John Visentin,Ursula Burns,1,Female,TMT,1,Vice Chairman/CEO,Executive Director,5/14/18,6/28/22,4/3/07,27983,0,,33850,1117881
242,11636,187,XRX,573,XEROX HOLDINGS CORP,Xerox,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),0,CAUCASIAN/WHITE,1,,black,,Darrell,Ford,John Visentin,John Visentin,Darrell Ford,0,Male,TMT,1,Vice Chairman/CEO,Executive Director,5/14/18,6/28/22,11/2/15,27983,0,,33850,1117881
242,11636,228,XRX,573,XEROX HOLDINGS CORP,Xerox,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),0,CAUCASIAN/WHITE,1,,black,,Barry,Rand,John Visentin,John Visentin,Barry Rand,0,Male,TMT,1,Vice Chairman/CEO,Executive Director,5/14/18,6/28/22,2/4/92,27983,1,,33850,1117881
242,11636,246,XRX,573,XEROX HOLDINGS CORP,Xerox,XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019),0,CAUCASIAN/WHITE,1,,black,,Kevin,Warren,John Visentin,John Visentin,Kevin Warren,0,Male,TMT,1,Vice Chairman/CEO,Executive Director,5/14/18,6/28/22,12/7/16,27983,1,,33850,1117881
243,2547,205,CI,125,CIGNA CORP,Cigna,THE CIGNA GROUP (Cigna Corp prior to 02/2023),0,CAUCASIAN/WHITE,1,,black,,Nicole,Jones,David Cordani,David Cordani,Nicole Jones,1,Female,TMT,1,President/CEO,Executive Director,12/25/09,1/1/22,5/25/10,64186,0,,6837,486024
243,2547,240,CI,125,CIGNA CORP,Cigna,THE CIGNA GROUP (Cigna Corp prior to 02/2023),0,CAUCASIAN/WHITE,1,,black,,Michael,Triplett,David Cordani,David Cordani,Michael Triplett,0,Male,TMT,1,President/CEO,Executive Director,12/25/09,1/1/22,2/23/17,64186,1,,6837,486024
244,61739,,HIG,269,HARTFORD FINANCIAL SERVICES,,HARTFORD FINANCIAL SERVICES GROUP INC,0,CAUCASIAN/WHITE,,,,,,,Chris Swift,Chris Swift,,,,,1,Chairman/CEO,Executive Director,1/5/15,C,,,,,14372,1073631
245,36190,,OTIS,,OTIS WORLDWIDE CORP,,,0,CAUCASIAN/WHITE,,,,,,,,,,,,,,,,,,,,,,,
246,10016,,SWK,503,STANLEY BLACK & DECKER INC,,STANLEY BLACK & DECKER INC,0,CAUCASIAN/WHITE,,,,,,,Jim Loree,Jim Loree,,,,,1,President/CEO,Executive Director,8/1/16,2/23/21,,,,,29065,204774
247,35168,,CTVA,726,CORTEVA INC,,CORTEVA INC,0,CAUCASIAN/WHITE,,,,,,,Jim Collins Jr,Jim Collins Jr,,,,,1,CEO,Executive Director,6/3/19,11/1/21,,,,,3039776,1010737
248,13510,,DRE,194,DUKE REALTY CORP,,DUKE REALTY CORP (De-listed 10/2022),0,CAUCASIAN/WHITE,,,,,,,Jim Connor,Jim Connor,,,,,1,Chairman/CEO,Executive Director,4/26/17,10/3/22,,,,,9730,333005
249,145046,,ELV,32,ELEVANCE HEALTH INC,,ELEVANCE HEALTH INC (Anthem Inc prior to 06/2022),0,CAUCASIAN/WHITE,,,,,,,Gail Boudreaux,Gail Boudreaux,,,,,1,President/CEO,Executive Director,11/20/17,C,,,,,2273,184069
250,6730,48,LLY,339,LILLY (ELI) & CO,Eli Lilly and Co.,ELI LILLY & CO,0,CAUCASIAN/WHITE,1,,black,,Derica,Rice,Dave Ricks,Dave Ricks,Derica Rice,0,Male,CEO,1,Chair/President/CEO,Executive Director,6/1/17,C,5/6/13,50876,1,1,18888,1068880
250,6730,229,LLY,339,LILLY (ELI) & CO,Eli Lilly,ELI LILLY & CO,0,CAUCASIAN/WHITE,1,,black,,Derica,Rice,Dave Ricks,Dave Ricks,Derica Rice,0,Male,TMT,1,Chair/President/CEO,Executive Director,6/1/17,C,12/18/09,50876,0,,18888,1068880
