obs,1num,2num,tic,3num,3CompanyID,1conm_x,2Company,3CompanyName,gvkey,1ceo_minority,2ExecType,2director_name,2BE(Black?),*name,3ethnicity (from boardex),discrepancy_2.Bermiss_3.BoardEx,*ceo_race,*ceo_successor_race,2Female,2ceo_gender,*ceo_gender,*ceo_successor_gender,ceo_name_2020_changed,source_verifying discrepant ceo name,*ExecType,*BlackTMTnum,*BlackTMT?,2First,2Last,3RoleName,3DirectorName,3Seniority,3ceo?,3DateStartRole,3DateEndRole,*2020active,3DirectorID,2AnnDate,2permno,2Confounded,2Interim
415,311,,USB,536,31946,US BANCORP,,US BANCORP,4723,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Andy Cecere,Executive Director,1,4/17/18,,Yes,34167,,,,
643,489,,CSGP,160,8021,COSTAR GROUP INC,,COSTAR GROUP INC,112111,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Andy Florance,Executive Director,1,1/1/95,,Yes,201870,,,,
208,155,,HPE,706,2358912,HEWLETT PACKARD ENTERPRISE,,HEWLETT PACKARD ENTERPRISE CO,26156,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,CEO,,,,,President/CEO,Antonio Neri,Executive Director,1,2/1/18,,Yes,1192124,,,,
88,64,,IQV,678,1951118,IQVIA HOLDINGS INC,,IQVIA HOLDINGS INC (Quintiles IMS Holdings Inc prior to 11/2017),17928,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Ari Bousbib,Executive Director,1,10/3/16,,Yes,33049,,,,
160,122,,EPAM,667,1796199,EPAM SYSTEMS INC,,EPAM SYSTEMS INC,187697,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Arkadiy Dobkin,Executive Director,1,2/8/12,,Yes,1059890,,,,
36,23,,MAR,355,19706,MARRIOTT INTL INC,,MARRIOTT INTERNATIONAL INC,28930,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Arne Sorenson,Executive Director,1,3/31/12,2/15/21,Yes,38571,,,,
553,427,,ENPH,670,1810090,ENPHASE ENERGY INC,,ENPHASE ENERGY INC,187450,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,CEO,,,,,President/CEO,Badri Kothandaraman,Executive Director,1,9/3/17,,Yes,1197971,,,,
556,430,,ROST,478,26560,ROSS STORES INC,,ROSS STORES INC,9248,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,CEO,Barbara Rentler,Executive Director,1,6/1/14,5/19/21,Yes,487157,,,,
356,275,,MTCH,539,32019,MATCH GROUP INC,,MATCH GROUP INC (IAC InterActiveCorp prior to 07/2020),26061,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,CEO,,,,,Chairman (Executive),Barry Diller,Executive Director,1,12/1/10,6/30/20,Yes,33328,,,,
520,400,,EXPE,614,770141,EXPEDIA GROUP INC,,EXPEDIA GROUP INC (Expedia Inc prior to 03/2018),126296,0,,,,Leo Denault,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman (Executive),Barry Diller,Executive Director,1,8/9/05,,Yes,33328,,,,
552,426,,CLX,135,7089,CLOROX CO/DE,,CLOROX COMPANY (THE),3121,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/CEO,Benno Dorer,Executive Director,1,8/15/16,9/14/20,Yes,750963,,,,
472,358,,HPQ,685,1985899,HP INC,,HPQ SILICON INC (HPQ Silicon Resources Inc prior to 07/2022),5606,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,CEO,,,,,Chairman/President/CEO,Bernard Tourillon,Executive Director,1,1/1/18,,Yes,2390887,,,,
125,96,,LHX,268,14355,L3HARRIS TECHNOLOGIES INC,,L3HARRIS TECHNOLOGIES INC (Harris Corp prior to 07/2019),5492,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman (Executive)/CEO,Bill Brown,Executive Director,1,6/29/19,6/29/21,Yes,484620,,,,
390,298,,F,241,12262,FORD MOTOR CO,,FORD MOTOR CO,4839,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman (Executive),Bill Ford Jr,Executive Director,1,9/1/06,,Yes,23366,,,,
555,429,,PCG,427,24303,PG&E CORP,,PG&E CORP,8264,0,,,,,White,No,White,,,,,,,,CEO,,,,,President/CEO,Bill Johnson,Executive Director,1,6/21/19,6/30/20,Yes,47996,,,,
35,23,,MAR,353,19706,MARRIOTT INTL INC,,MARRIOTT INTERNATIONAL INC,28930,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman (Executive),Bill Marriott Jr,Executive Director,1,3/31/12,5/6/22,Yes,24849,,,,
481,366,,NOW,673,1830138,SERVICENOW INC,,SERVICENOW INC,171007,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bill McDermott,Executive Director,1,11/18/19,10/25/22,Yes,206474,,,,
561,435,,IRM,312,17012,IRON MOUNTAIN INC,,IRON MOUNTAIN INC,62374,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bill Meaney,Executive Director,1,1/7/13,,Yes,1188382,,,,
338,259,,KMX,586,107377,CARMAX INC,,CARMAX INC,64410,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bill Nash,Executive Director,1,9/1/16,,Yes,1011736,,,,
148,112,,STZ,153,7753,CONSTELLATION BRANDS,,CONSTELLATION BRANDS INC,2710,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bill Newlands Jr,Executive Director,1,3/1/19,,Yes,1130665,,,,
330,252,,AZO,44,3154,AUTOZONE INC,,AUTOZONE INC,23809,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Bill Rhodes III,Executive Director,1,6/6/07,1/2/24,Yes,49966,,,,
165,126,,PPL,441,24890,PPL CORP,,PPL CORP,8455,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/CEO,Bill Spence,Executive Director,1,7/1/19,5/31/20,Yes,333782,,,,
446,336,,DLR,606,641924,DIGITAL REALTY TRUST INC,,DIGITAL REALTY TRUST INC,160991,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,CEO,Bill Stein,Executive Director,1,5/1/15,12/13/22,Yes,374955,,,,
205,153,,EOG,210,10844,EOG RESOURCES INC,,EOG RESOURCES INC (Enron Oil & Gas Co prior to 09/1999),16478,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/CEO,Bill Thomas,Executive Director,1,1/1/14,9/30/21,Yes,534761,,,,
397,302,,ROK,473,26468,ROCKWELL AUTOMATION,,ROCKWELL AUTOMATION INC,9203,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Blake Moret,Executive Director,1,1/1/18,,Yes,1108705,,,,
405,307,,CHRW,121,6438,C H ROBINSON WORLDWIDE INC,,CH ROBINSON WORLDWIDE INC,65609,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bob Biesterfeld Jr,Executive Director,1,5/9/19,12/31/22,Yes,1656763,,,,
258,198,,AMGN,27,2068,AMGEN INC,,AMGEN INC,1602,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Bob Bradway,Executive Director,1,1/1/13,,Yes,534543,,,,
23,15,,QRVO,702,2204149,QORVO INC,,QORVO INC,64853,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bob Bruggeworth,Executive Director,1,1/2/15,,Yes,181113,,,,
426,320,,PKI,664,1719568,PERKINELMER INC,,PARKLAND CORP (Parkland Fuel Corp prior to 05/2020),4145,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,CEO,,,,,President/CEO,Bob Espey,Executive Director,1,5/12/11,,Yes,1248755,,,,
424,318,,KDP,635,1057037,KEURIG DR PEPPER INC,,KEURIG DR PEPPER INC (Dr Pepper Snapple Group Inc prior to 07/2018),28877,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Bob Gamgort Jr,Executive Director,1,1/13/19,7/29/22,Yes,989294,,,,
211,157,,LYB,653,1667126,LYONDELLBASELL INDUSTRIES NV,,LYONDELLBASELL INDUSTRIES NV,294524,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,CEO,,,,,CEO,Bob Patel,Executive Director,1,6/1/18,12/31/21,Yes,1092110,,,,
59,43,,DLTR,182,9474,DOLLAR TREE INC,,DOLLAR TREE INC,31587,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman (Executive),Bob Sasser,Executive Director,1,9/18/17,3/16/22,Yes,106603,,,,
345,265,,CBRE,109,6083,CBRE GROUP INC,,CBRE GROUP INC (CB Richard Ellis Group Inc prior to 10/2011),260774,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bob Sulentic,Executive Director,1,12/1/12,11/17/23,Yes,272769,,,,
473,359,,INTC,302,16239,INTEL CORP,,INTEL CORP,6008,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,CEO,Bob Swan,Executive Director,1,1/30/19,2/15/21,Yes,48076,,,,
436,328,,ATVI,3,725,ACTIVISION BLIZZARD INC,,ACTIVISION BLIZZARD INC (De-listed 10/2023),180405,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,CEO,Bobby Kotick,Executive Director,1,6/26/17,10/13/23,Yes,69696,,,,
474,360,,INTU,308,16626,INTUIT INC,,INTUIT INC,27928,1,,,,,MIDDLE-EASTERN/NORTH AFRICAN,No,MiddleEastern/NorthAfrican,,,,,,,,CEO,,,,,Chairman (Executive),Brad Smith,Executive Director,1,1/1/19,1/1/22,Yes,444827,,,,
516,396,,ALK,10,1273,ALASKA AIR GROUP INC,,ALASKA AIR GROUP INC,1230,0,,,,Michael O'Grady,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Brad Tilden,Executive Director,1,1/1/14,3/31/21,Yes,220505,,,,
277,215,,HAS,270,14399,HASBRO INC,,HASBRO INC,5518,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/CEO,Brian Goldner,Executive Director,1,2/6/17,10/12/21,Yes,205487,,,,
242,183,,CTSH,141,7256,COGNIZANT TECH SOLUTIONS,,COGNIZANT TECHNOLOGY SOLUTIONS CORP,111864,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,CEO,Brian Humphries,Executive Director,1,4/1/19,1/12/23,Yes,515842,,,,
41,28,,BAC,81,4504,BANK OF AMERICA CORP,,BANK OF AMERICA CORP,7647,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chair/President/CEO,Brian Moynihan,Executive Director,1,10/1/14,,Yes,35043,,,,
256,196,,HUM,289,15207,HUMANA INC,,HUMANA INC,27914,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bruce Broussard,Executive Director,1,1/1/13,1/8/24,Yes,272234,,,,
275,213,,CFG,700,2150201,CITIZENS FINANCIAL GROUP INC,,CITIZENS FINANCIAL GROUP INC,21825,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/CEO,Bruce van Saun,Executive Director,1,9/24/14,,Yes,35815,,,,
100,75,,ZBH,576,34134,ZIMMER BIOMET HOLDINGS INC,,ZIMMER BIOMET HOLDINGS INC (Zimmer Holdings Inc prior to 06/2015),144559,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Bryan Hanson,Executive Director,1,12/19/17,5/14/21,Yes,1119554,,,,
530,409,,ADP,41,3101,AUTOMATIC DATA PROCESSING,,AUTOMATIC DATA PROCESSING INC (ADP),1891,1,,,,,HISPANIC/LATIN AMERICAN,No,Hispanic,,,,,,,,CEO,,,,,President/CEO,Carlos Rodriguez,Executive Director,1,11/8/11,1/1/22,Yes,745222,,,,
431,325,,TJX,523,30801,TJX COS INC (THE),,TJX COS INC,11672,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman (Executive),Carol Meyrowitz,Executive Director,1,1/31/16,,Yes,38966,,,,
38,25,,PAYC,695,2061294,PAYCOM SOFTWARE INC,,PAYCOM SOFTWARE INC,20116,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Chad Richison,Executive Director,1,8/1/16,2/7/24,Yes,1388163,,,,
597,456,,CL,718,2957858,COLGATE-PALMOLIVE CO,,CRESCO LABS INC,3170,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,CEO,Charles Bachtell,Executive Director,1,12/3/18,,Yes,1374341,,,,
536,414,,EQIX,213,10899,EQUINIX INC,,EQUINIX INC,138743,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Charles Meyers,Executive Director,1,9/12/18,,Yes,1089745,,,,
279,217,,DISH,197,10024,DISH NETWORK CORP,,DISH NETWORK CORP (Echostar Communications Corp prior to 01/2008) (De-listed 12/2023),60900,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman (Executive),Charlie Ergen,Executive Director,1,12/5/17,12/29/23,Yes,43416,,,,
532,411,,PRU,450,25332,PRUDENTIAL FINANCIAL INC,,PRUDENTIAL FINANCIAL INC,143356,0,,,,Mike Petters,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Charlie Lowrey Jr,Executive Director,1,4/5/19,,Yes,885991,,,,
188,142,,BRK.B,65,4080,BERKSHIRE HATHAWAY,,BERKSHIRE HATHAWAY INC,2176,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Vice Chairman,Charlie Munger,Executive Director,1,1/1/78,11/28/23,Yes,40751,,,,
124,96,,LHX,267,14355,L3HARRIS TECHNOLOGIES INC,,L3HARRIS TECHNOLOGIES INC (Harris Corp prior to 07/2019),5492,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Vice Chairman/President/COO,Chris Kubasik,Executive Director,1,6/29/19,6/29/21,Yes,34826,,,,
286,224,,CDW,679,1961452,CDW CORP,,CDW CORP,28320,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Chris Leahy,Executive Director,1,1/1/19,1/5/23,Yes,452866,,,,
96,71,,HLT,693,2022926,HILTON WORLDWIDE HOLDINGS,,HILTON WORLDWIDE HOLDINGS INC,5643,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Chris Nassetta,Executive Director,1,12/12/13,,Yes,180239,,,,
317,244,,HIG,269,14372,HARTFORD FINANCIAL SERVICES,,HARTFORD FINANCIAL SERVICES GROUP INC,61739,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/CEO,Chris Swift,Executive Director,1,1/5/15,,Yes,1073631,,,,
185,141,,FE,236,11964,FIRSTENERGY CORP,,FIRSTENERGY CORP,8099,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,President/CEO,Chuck Jones Jr,Executive Director,1,1/1/15,5/24/20,Yes,621318,,,,
467,354,,CSCO,130,6908,CISCO SYSTEMS INC,,CISCO SYSTEMS INC,20779,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chair/CEO,Chuck Robbins,Executive Director,1,12/11/17,,Yes,536628,,,,
131,101,,SCHW,487,27292,SCHWAB (CHARLES) CORP,,CHARLES SCHWAB CORP,13988,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman (Executive),Chuck Schwab Jr,Executive Director,1,10/1/08,7/27/22,Yes,957,,,,
213,159,,NOV,389,21553,NOV INC,,NOV INC (National Oilwell Varco Inc prior to 01/2021),63892,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,Chairman/President/CEO,Clay Williams,Executive Director,1,5/30/14,,Yes,207048,,,,
183,139,,KIM,325,17915,KIMCO REALTY CORP,,KIMCO REALTY CORP,24731,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,CEO,,,,,CEO,Conor Flynn,Executive Director,1,2/27/17,,Yes,888666,,,,
111,85,,CERN,117,6375,CERNER CORP,,CERNER CORP (De-listed 06/2022),12850,0,,,,Brent Shafer,PREFER NOT TO DISCLOSE,No,White,,,,Male,,,https://insights.govforum.io/2020/10/cerner-ceo-data-will-drive-global-health-care-transformation/,,,,,,Chairman/CEO,D Shafer,Executive Director,1,2/1/18,10/1/21,Yes,1370253,,,,
351,270,,INVH,711,2607907,INVITATION HOMES INC,,INVITATION HOMES INC,30004,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Dallas Tanner,Executive Director,1,1/16/19,3/1/23,Yes,1862251,,,,
288,225,,CF,605,603809,CF INDUSTRIES HOLDINGS INC,,CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),163946,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Dan Daviau,Executive Director,1,10/1/15,,Yes,1131095,,,,
204,152,,CTRA,96,5465,COTERRA ENERGY INC,,COTERRA ENERGY INC (Cabot Oil & Gas Corp prior to 10/2021),20548,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Dan Dinges,Executive Director,1,5/2/02,10/1/21,Yes,202913,,,,
151,114,,FAST,233,11608,FASTENAL CO,,FASTENAL CO,14225,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Dan Florness,Executive Director,1,1/1/16,,Yes,70422,,,,
92,68,,PFG,445,25087,PRINCIPAL FINANCIAL GRP INC,,PRINCIPAL FINANCIAL GROUP INC,145701,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,Dan Houston,Executive Director,1,5/17/16,,Yes,333969,,,,
484,369,,PYPL,705,2308850,PAYPAL HOLDINGS INC,,PAYPAL HOLDINGS INC,24616,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Dan Schulman,Executive Director,1,7/17/15,9/27/23,Yes,54611,,,,
44,30,,HON,283,15029,HONEYWELL INTERNATIONAL INC,,HONEYWELL INTERNATIONAL INC (AlliedSignal Inc prior to 01/2000),1300,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Darius Adamczyk,Executive Director,1,4/23/18,6/1/23,Yes,1205682,,,,
365,279,,XOM,229,11430,EXXON MOBIL CORP,,EXXON MOBIL CORP,4503,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Darren Woods,Executive Director,1,1/1/17,,Yes,1253894,,,,
87,63,,JKHY,272,14668,HENRY (JACK) & ASSOCIATES,,JACK HENRY & ASSOCIATES INC,11811,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Dave Foss,Executive Director,1,7/1/17,7/1/21,Yes,836736,,,,
37,24,,DVN,180,9103,DEVON ENERGY CORP,,DEVON ENERGY CORP,14934,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Dave Hager,Executive Director,1,6/8/16,1/7/21,Yes,62347,,,,
9,6,,LH,331,18319,LABORATORY CP OF AMER HLDGS,,LABORATORY CORP OF AMERICA HLDGS (LABCORP),14960,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),Dave King,Executive Director,1,10/31/19,5/13/20,Yes,205961,,,,
3,2,,ODFL,407,23040,OLD DOMINION FREIGHT,,OLD DOMINION FREIGHT LINE INC,24617,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),David Congdon,Executive Director,1,5/16/18,,Yes,272632,,,,
648,493,,EMR,206,10535,EMERSON ELECTRIC CO,,EMERSON ELECTRIC CO,4321,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,David Farr,Executive Director,1,10/5/10,2/5/21,Yes,35223,,,,
337,258,,CTXS,134,6959,CITRIX SYSTEMS INC,,CITRIX SYSTEMS INC (De-listed 09/2022),61676,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,David Henshall,Executive Director,1,7/10/17,10/1/21,Yes,205153,,,,
287,225,,CF,604,603809,CF INDUSTRIES HOLDINGS INC,,CANACCORD GENUITY GROUP INC (Canaccord Financial Inc prior to 10/2013),163946,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),David Kassie,Executive Director,1,10/1/15,,Yes,331091,,,,
121,94,,ORLY,418,23350,O'REILLY AUTOMOTIVE INC,,O'REILLY AUTOMOTIVE INC,28180,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman (Executive),David O'Reilly,Executive Director,1,2/24/05,5/13/21,Yes,102852,,,,
326,251,,SPG,493,28041,SIMON PROPERTY GROUP INC,,SIMON PROPERTY GROUP INC,29389,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,David Simon,Executive Director,1,2/15/19,,Yes,70877,,,,
609,460,,GS,262,13564,GOLDMAN SACHS GROUP INC,,GOLDMAN SACHS GROUP INC,114628,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,David Solomon,Executive Director,1,1/1/19,,Yes,795984,,,,
234,178,,PG,446,25150,PROCTER & GAMBLE CO,,PROCTER & GAMBLE CO,8762,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/President/CEO,David Taylor,Executive Director,1,7/1/16,11/1/21,Yes,549272,,,,
246,187,,AME,25,2058,AMETEK INC,,AMETEK INC,1598,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,David Zapico,Executive Director,1,7/7/17,,Yes,205055,,,,
514,394,,VTR,549,32450,VENTAS INC,,VENTAS INC (Vencor Inc prior to 04/1998),110179,0,,,,Chris Kempczinski,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Debra Cafaro,Executive Director,1,11/2/10,,Yes,180625,,,,
433,326,,TMO,521,30616,THERMO FISHER SCIENTIFIC INC,,THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006),10530,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/VP/Treasurer,Delete Delete,Executive Director,1,,,Yes,2810399,,,,
248,188,,LNC,341,18908,LINCOLN NATIONAL CORP,,LINCOLN NATIONAL CORP,6742,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Dennis Glass,Executive Director,1,7/6/07,5/27/22,Yes,54612,,,,
527,406,,WY,568,33418,WEYERHAEUSER CO,,WEYERHAEUSER CO,11456,0,,,,David Kenny,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Devin Stockfish,Executive Director,1,1/1/19,,Yes,1266749,,,,
292,228,,GWW,263,13725,GRAINGER (W W) INC,,WW GRAINGER INC,5256,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,DG Macpherson,Executive Director,1,10/1/17,,Yes,881638,,,,
32,21,,HST,286,15093,HOST HOTELS & RESORTS INC,,HOST HOTELS & RESORTS INC,7063,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman,Dick Marriott,Executive Director,1,12/29/98,,Yes,38651,,,,
486,371,,SNPS,507,29816,SYNOPSYS INC,,SYNOPSYS INC,24975,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/Co-CEO,Doctor Aart De Geus,Executive Director,1,5/21/12,4/30/22,Yes,64702,,,,
118,91,,ANSS,31,2257,ANSYS INC,,ANSYS INC,63080,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,President/CEO,Doctor Ajei Gopal,Executive Director,1,1/1/17,,Yes,545851,,,,
573,442,,ADSK,42,3118,AUTODESK INC,,AUTODESK INC,1878,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Doctor Andrew Anagnost,Executive Director,1,6/19/17,1/19/21,Yes,1203207,,,,
463,351,,ANET,696,2073894,ARISTA NETWORKS INC,,ARISTA NETWORKS INC,20748,1,,,,,INDIAN/SOUTH ASIAN,No,Indian/SouthAsian,,,,,,,,,,,,,Chairman/Chief Development Officer,Doctor Andy von Bechtolsheim,Executive Director,1,5/18/15,12/1/23,Yes,201466,,,,
355,274,,MCK,368,19966,MCKESSON CORP,,MCKESSON CORP (McKesson HBOC Inc prior to 08/2001),7171,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,CEO,Doctor Brian Tyler,Executive Director,1,4/1/19,,Yes,509859,,,,
487,371,,SNPS,508,29816,SYNOPSYS INC,,SYNOPSYS INC,24975,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/Co-CEO,Doctor Chi-Foon Chan,Executive Director,1,5/21/12,11/1/21,Yes,64712,,,,
476,361,,ISRG,310,16627,INTUITIVE SURGICAL INC,,INTUITIVE SURGICAL INC,136725,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Doctor Gary Guthart,Executive Director,1,1/1/10,5/16/23,Yes,324511,,,,
594,454,,BMY,89,5118,BRISTOL-MYERS SQUIBB CO,,BRISTOL-MYERS SQUIBB CO,2403,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Doctor Giovanni Caforio,Executive Director,1,5/2/17,11/1/23,Yes,857412,,,,
270,209,,QCOM,457,25529,QUALCOMM INC,,QUALCOMM INC,24800,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO Emeritus,Doctor Irwin Jacobs,Executive Director,1,3/6/12,,Yes,34486,,,,
445,335,,MMM,642,1336232,3M CO,,MINCO CAPITAL CORP (Minco Gold Corp prior to 02/2019),7435,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,Chairman/CEO,Doctor Ken Cai,Executive Director,1,6/28/17,6/4/20,Yes,842949,,,,
376,288,,TDG,620,818089,TRANSDIGM GROUP INC,,TRANSDIGM GROUP INC,148349,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Doctor Kevin Stein,Executive Director,1,4/26/18,,Yes,895408,,,,
384,293,,REGN,465,25954,REGENERON PHARMACEUTICALS,,REGENERON PHARMACEUTICALS INC,23812,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Doctor Len Schleifer,Executive Director,1,1/1/94,6/9/23,Yes,201093,,,,
114,87,,CMI,682,1984540,CUMMINS INC,,C-COM SATELLITE SYSTEMS INC,3650,0,,,,,CAUCASIAN/WHITE,No,White,,,,,,,,,,,,,President/CEO,Doctor Leslie Klein,Executive Director,1,8/15/00,,Yes,2418090,,,,
