"1coid","tic.x","1conm_x","2Company","3CompanyName","gvkey","1ceo_minority","1ethnicity (from boardex)","ceo_name","2DirectorName","2First","2Last","3FirstName","3LastName","1ceo_race(black)","2BE","3RoleType","3RoleName","3Seniority","2020_Active","2020_Active_May26_Dec31","2020_CEO_Change","2020_2CEOs","2Female","2Gender","2AnnDate","2EndDate","3DateStartRole","3DateEndRole","X3num","X3CompanyID","X3DirectorID","2num","2permno","2Confounded","2Interim","obs","tic.y","conm_x","CrossVerified_ExecType","DirectorName","Ethnicity","Race(black)","BE_fromBermissData","Actual_Bermiss_discrepancy","Minority","Gender","Female","Num_Black_TMT","Active2020","CEO_Appointment_date_within_2020","DirectorName_source"
216,"DISH","DISH NETWORK CORP",NA,NA,"60900",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,"HRL","HORMEL FOODS CORP",NA,"HORMEL FOODS CORP","5709",0,"CAUCASIAN/WHITE","Jim Snee",NA,NA,NA,"Jim","Snee",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/20/17",NA,224,15070,806078,NA,NA,NA,NA,213,"HRL","HORMEL FOODS CORP","CEO","Jim Snee","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
219,"ABBV","ABBVIE INC",NA,"ABBVIE INC","16101",1,"HISPANIC/LATIN AMERICAN","Rick Gonzalez",NA,NA,NA,"Rick","Gonzalez",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/2/13",NA,6,1921326,33494,NA,NA,NA,NA,2,"ABBV","ABBVIE INC","CEO","Rick Gonzalez","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
220,"ABT","ABBOTT LABORATORIES",NA,NA,"1078",1,"HISPANIC/LATIN AMERICAN",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"BAX","BAXTER INTERNATIONAL INC",NA,"BAXTER INTERNATIONAL INC","2086",1,"HISPANIC/LATIN AMERICAN","Joe Almeida",NA,NA,NA,"Joe","Almeida",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/16",NA,46,3684,327852,NA,NA,NA,NA,51,"BAX","BAXTER INTERNATIONAL INC","CEO","Joe Almeida","Hispanic/Latino",0,NA,0,1,"M",0,0,"Yes",NA,"BoardEx"
222,"CAT","CATERPILLAR INC",NA,"CATERPILLAR INC","2817",0,"CAUCASIAN/WHITE","Jim Umpleby III",NA,NA,NA,"Jim","Umpleby III",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/12/18",NA,68,6052,1079119,NA,NA,NA,NA,78,"CAT","CATERPILLAR INC","CEO","Jim Umpleby III","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
223,"CDW","CDW CORP",NA,"CDW CORP","28320",0,"CAUCASIAN/WHITE","Chris Leahy",NA,NA,NA,"Chris","Leahy",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/19","1/5/23",76,1961452,452866,NA,NA,NA,NA,82,"CDW","CDW CORP","CEO","Chris Leahy","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
224,"CF","CF INDUSTRIES HOLDINGS INC",NA,"CF INDUSTRIES HLDGS INC","163946",0,"CAUCASIAN/WHITE","Tony Will",NA,NA,NA,"Tony","Will",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/2/14",NA,78,665753,534187,NA,NA,NA,NA,85,"CF","CF INDUSTRIES HOLDINGS INC","CEO","Tony Will","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
225,"DFS","DISCOVER FINANCIAL SVCS",NA,"DISCOVER FINANCIAL SERVICES INC","177376",0,"CAUCASIAN/WHITE","Roger Hochschild",NA,NA,NA,"Roger","Hochschild",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/18","8/14/23",124,78171,33852,NA,NA,NA,NA,130,"DFS","DISCOVER FINANCIAL SVCS","CEO","Roger Hochschild","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
226,"FBHS","FORTUNE BRANDS HOME & SECUR",NA,NA,"188255",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,"GWW","GRAINGER (W W) INC",NA,"WW GRAINGER INC","5256",0,"CAUCASIAN/WHITE","DG Macpherson",NA,NA,NA,"DG","Macpherson",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/17",NA,208,13725,881638,NA,NA,NA,NA,198,"GWW","GRAINGER (W W) INC","CEO","DG Macpherson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
228,"PKG","PACKAGING CORP OF AMERICA",NA,"PACKAGING CORP OF AMERICA","128978",0,"CAUCASIAN/WHITE","Mark Kowlzan",NA,NA,NA,"Mark","Kowlzan",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/16",NA,384,23635,205273,NA,NA,NA,NA,334,"PKG","PACKAGING CORP OF AMERICA","CEO","Mark Kowlzan","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
230,"ZBRA","ZEBRA TECHNOLOGIES CP -CL A",NA,"ZEBRA TECHNOLOGIES CORP","24405",0,"CAUCASIAN/WHITE","Anders Gustafsson",NA,NA,NA,"Anders","Gustafsson",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/4/07","3/1/23",521,34075,204453,NA,NA,NA,NA,469,"ZBRA","ZEBRA TECHNOLOGIES CP -CL A","CEO","Anders Gustafsson","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
231,"ABC","AMERISOURCEBERGEN CORP",NA,NA,"31673",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"UHS","UNIVERSAL HEALTH SVCS INC",NA,"UNIVERSAL HEALTH SERVICES INC","11032",0,"CAUCASIAN/WHITE","Alan Miller",NA,NA,NA,"Alan","Miller",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/20/09","1/1/21",474,31865,81852,NA,NA,NA,NA,435,"UHS","UNIVERSAL HEALTH SVCS INC","CEO","Alan Miller","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
233,"ABMD","ABIOMED INC",NA,"ABIOMED INC (De-listed 12/2022)","13619",0,"CAUCASIAN/WHITE","Mike Minogue",NA,NA,NA,"Mike","Minogue",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/15/05","12/22/22",7,481,336173,NA,NA,NA,NA,3,"ABMD","ABIOMED INC","CEO","Mike Minogue","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
234,"BKNG","BOOKING HOLDINGS INC",NA,"BOOKING HOLDINGS INC (Priceline Group Inc (The) prior to 02/2018)","119314",0,"CAUCASIAN/WHITE","Glenn Fogel",NA,NA,NA,"Glenn","Fogel",NA,NA,"CEO","President/CEO/Division CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/26/19",NA,56,25022,549248,NA,NA,NA,NA,59,"BKNG","BOOKING HOLDINGS INC","CEO","Glenn Fogel","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
235,"CHTR","CHARTER COMMUNICATIONS INC",NA,"CHARTER COMMUNICATIONS INC (Spectrum)","126136",0,"CAUCASIAN/WHITE","Tom Rutledge",NA,NA,NA,"Tom","Rutledge",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/26/16","11/30/22",82,1661731,334487,NA,NA,NA,NA,86,"CHTR","CHARTER COMMUNICATIONS INC","CEO","Tom Rutledge","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
236,"IT","GARTNER INC",NA,"GARTNER INC (Gartner Group Inc prior to 08/2001)","12441",0,"CAUCASIAN/WHITE","Gene Hall",NA,NA,NA,"Gene","Hall",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/3/04",NA,250,12862,35090,NA,NA,NA,NA,186,"IT","GARTNER INC","CEO","Gene Hall","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
237,"PBCT","PEOPLE'S UNITED FINL INC",NA,"PEOPLE'S UNITED FINANCIAL INC (De-listed 04/2022)","16245",0,"CAUCASIAN/WHITE","Jack Barnes",NA,NA,NA,"Jack","Barnes",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/26/18","4/4/22",371,1013530,204547,NA,NA,NA,NA,341,"PBCT","PEOPLE'S UNITED FINL INC","CEO","Jack Barnes","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
238,"SYF","SYNCHRONY FINANCIAL",NA,"SYNCHRONY FINANCIAL","20686",0,"CAUCASIAN/WHITE","Margaret Keane",NA,NA,NA,"Margaret","Keane",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/2/19","4/1/21",448,2129744,1111132,NA,NA,NA,NA,407,"SYF","SYNCHRONY FINANCIAL","CEO","Margaret Keane","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
239,"URI","UNITED RENTALS INC",NA,"UNITED RENTALS INC","66065",0,"CAUCASIAN/WHITE","Matt Flannery",NA,NA,NA,"Matt","Flannery",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"5/8/19",NA,480,32144,628081,NA,NA,NA,NA,433,"URI","UNITED RENTALS INC","CEO","Matt Flannery","Caucasian/White",0,1,1,0,"M",0,1,"Yes",NA,"BoardEx"
240,"WRB","BERKLEY (W R) CORP",NA,NA,"14822",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,"WRB","BERKLEY (W R) CORP","CEO","Rob Berkley Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
242,"CI","CIGNA CORP",NA,"THE CIGNA GROUP (Cigna Corp prior to 02/2023)","2547",0,"CAUCASIAN/WHITE","David Cordani",NA,NA,NA,"David","Cordani",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/25/09","1/1/22",83,6837,486024,NA,NA,NA,NA,90,"CI","CIGNA CORP","CEO","David Cordani","Caucasian/White",0,1,1,0,"M",0,2,"Yes",NA,"BoardEx"
243,"HIG","HARTFORD FINANCIAL SERVICES",NA,"HARTFORD FINANCIAL SERVICES GROUP INC","61739",0,"CAUCASIAN/WHITE","Chris Swift",NA,NA,NA,"Chris","Swift",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/5/15",NA,216,14372,1073631,NA,NA,NA,NA,201,"HIG","HARTFORD FINANCIAL SERVICES","CEO","Chris Swift","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
244,"OTIS","OTIS WORLDWIDE CORP",NA,NA,"36190",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"SWK","STANLEY BLACK & DECKER INC",NA,"STANLEY BLACK & DECKER INC","10016",0,"CAUCASIAN/WHITE","Jim Loree",NA,NA,NA,"Jim","Loree",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"8/1/16","2/23/21",446,29065,204774,NA,NA,NA,NA,404,"SWK","STANLEY BLACK & DECKER INC","CEO","Jim Loree","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
246,"CTVA","CORTEVA INC",NA,"CORTEVA INC","35168",0,"CAUCASIAN/WHITE","Jim Collins Jr",NA,NA,NA,"Jim","Collins Jr",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/3/19","11/1/21",110,3039776,1010737,NA,NA,NA,NA,111,"CTVA","CORTEVA INC","CEO","Jim Collins Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
247,"DRE","DUKE REALTY CORP",NA,"DUKE REALTY CORP (De-listed 10/2022)","13510",0,"CAUCASIAN/WHITE","Jim Connor",NA,NA,NA,"Jim","Connor",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/26/17","10/3/22",134,9730,333005,NA,NA,NA,NA,139,"DRE","DUKE REALTY CORP","CEO","Jim Connor","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
248,"ELV","ELEVANCE HEALTH INC",NA,"ELEVANCE HEALTH INC (Anthem Inc prior to 06/2022)","145046",0,"CAUCASIAN/WHITE","Gail Boudreaux",NA,NA,NA,"Gail","Boudreaux",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"11/20/17",NA,154,2273,184069,NA,NA,NA,NA,147,"ELV","ELEVANCE HEALTH INC","CEO","Gail Boudreaux","Caucasian/White",0,NA,0,0,"F",1,0,"Yes",NA,"BoardEx"
250,"SPG","SIMON PROPERTY GROUP INC",NA,"SIMON PROPERTY GROUP INC","29389",0,"CAUCASIAN/WHITE","David Simon",NA,NA,NA,"David","Simon",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/15/19",NA,441,28041,70877,NA,NA,NA,NA,394,"SPG","SIMON PROPERTY GROUP INC","CEO","David Simon","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
250,"SPG","SIMON PROPERTY GROUP INC",NA,"SIMON PROPERTY GROUP INC","29389",0,"CAUCASIAN/WHITE","David Simon",NA,NA,NA,"David","Simon",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/15/19",NA,441,28041,70877,NA,NA,NA,NA,402,"SPG","SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023)","CEO (Co-CEO)","Andrew Clark","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
250,"SPG","SIMON PROPERTY GROUP INC",NA,"SIMON PROPERTY GROUP INC","29389",0,"CAUCASIAN/WHITE","David Simon",NA,NA,NA,"David","Simon",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/15/19",NA,441,28041,70877,NA,NA,NA,NA,403,"SPG","SPARK POWER GROUP INC (Canaccord Genuity Acquisition Corp prior to 09/2018) (De-listed 12/2023)","CEO (Co-CEO)","Jason Sparaga","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
251,"AZO","AUTOZONE INC",NA,"AUTOZONE INC","23809",0,"CAUCASIAN/WHITE","Bill Rhodes III",NA,NA,NA,"Bill","Rhodes III",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/6/07","1/2/24",43,3154,49966,NA,NA,NA,NA,44,"AZO","AUTOZONE INC","CEO","Bill Rhodes III","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
252,"FDX","FEDEX CORP",NA,"FEDEX CORP","4598",0,"CAUCASIAN/WHITE","Fred Smith",NA,NA,NA,"Fred","Smith",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/1/17","5/31/22",181,11664,43076,NA,NA,NA,NA,171,"FDX","FEDEX CORP","CEO","Fred Smith","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
253,"IP","INTL PAPER CO",NA,"INTERNATIONAL PAPER CO","6104",0,"CAUCASIAN/WHITE","Mark Sutton",NA,NA,NA,"Mark","Sutton",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/15",NA,243,16569,621903,NA,NA,NA,NA,234,"IP","INTL PAPER CO","CEO","Alen Silverrstieen","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
253,"IP","INTL PAPER CO",NA,"INTERNATIONAL PAPER CO","6104",0,"CAUCASIAN/WHITE","Mark Sutton",NA,NA,NA,"Mark","Sutton",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/15",NA,243,16569,621903,NA,NA,NA,NA,235,"IP","INTL PAPER CO","CEO","Mark Sutton","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
254,"MAA","MID-AMERICA APT CMNTYS INC",NA,"MID-AMERICA APARTMENT COMMUNITIES INC","29649",0,"CAUCASIAN/WHITE","H Bolton Jr",NA,NA,NA,"H","Bolton Jr",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/02",NA,295,20625,341827,NA,NA,NA,NA,297,"MAA","MID-AMERICA APT CMNTYS INC","CEO","H Bolton Jr","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
255,"DG","DOLLAR GENERAL CORP",NA,"DOLLAR GENERAL CORP","4016",0,"CAUCASIAN/WHITE","Todd Vasos",NA,NA,NA,"Todd","Vasos",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"6/3/15","11/1/22",125,1605214,487710,NA,NA,NA,NA,131,"DG","DOLLAR GENERAL CORP","CEO","Todd Vasos","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
256,"HCA","HCA HEALTHCARE INC",NA,"HCA HEALTHCARE INC (HCA Holdings Inc prior to 05/2017)","22260",0,"CAUCASIAN/WHITE","Sam Hazen",NA,NA,NA,"Sam","Hazen",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/19",NA,213,1692837,35175,NA,NA,NA,NA,203,"HCA","HCA HEALTHCARE INC","CEO","Sam Hazen","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
257,"CTXS","CITRIX SYSTEMS INC",NA,NA,"61676",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96,"CTXS","CITRIX SYSTEMS INC","CEO","David Henshall","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
258,"KMX","CARMAX INC",NA,"CARMAX INC","64410",0,"CAUCASIAN/WHITE","Bill Nash",NA,NA,NA,"Bill","Nash",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/1/16",NA,269,107377,1011736,NA,NA,NA,NA,75,"KMX","CARMAX INC","CEO","Bill Nash","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
259,"AEP","AMERICAN ELECTRIC POWER CO",NA,"AMERICAN ELECTRIC POWER CO INC","1440",0,"CAUCASIAN/WHITE","Nick Akins",NA,NA,NA,"Nick","Akins",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/1/14","8/10/22",14,1809,533555,NA,NA,NA,NA,23,"AEP","AMERICAN ELECTRIC POWER CO","CEO","Nick Akins","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
260,"BBWI","BATH & BODY WORKS INC",NA,"BATH & BODY WORKS INC (L Brands Inc prior to 08/2021)","6733",0,"CAUCASIAN/WHITE","Leslie Wexner",NA,NA,NA,"Leslie","Wexner",NA,NA,"CEO","Chairman/CEO","Executive Director",1,0,NA,NA,NA,NA,NA,NA,"1/1/02","5/14/20",49,18892,53436,NA,NA,NA,NA,50,"BBWI","BATH & BODY WORKS INC","CEO","Leslie Wexner","Caucasian/White",0,NA,0,0,"M",0,0,"No",NA,"BoardEx"
261,"CAH","CARDINAL HEALTH INC",NA,"CARDINAL HEALTH INC","2751",0,"CAUCASIAN/WHITE","Mike Kaufmann",NA,NA,NA,"Mike","Kaufmann",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"9/1/19","9/1/22",66,5811,517277,NA,NA,NA,NA,74,"CAH","CARDINAL HEALTH INC","CEO","Mike Kaufmann","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
262,"HBAN","HUNTINGTON BANCSHARES",NA,"HUNTINGTON BANCSHARES INC","5786",0,"CAUCASIAN/WHITE","Steve Steinour",NA,NA,NA,"Steve","Steinour",NA,NA,"CEO","Chairman/President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/14/09",NA,211,15235,200105,NA,NA,NA,NA,219,"HBAN","HUNTINGTON BANCSHARES","CEO","Steve Steinour","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
263,"ATO","ATMOS ENERGY CORP",NA,"ATMOS ENERGY CORP","4383",0,"CAUCASIAN/WHITE","John Akers",NA,NA,NA,"John","Akers",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"10/1/19",NA,37,2963,806085,NA,NA,NA,NA,41,"ATO","ATMOS ENERGY CORP","CEO","John Akers","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
264,"CBRE","CBRE GROUP INC",NA,"CBRE GROUP INC (CB Richard Ellis Group Inc prior to 10/2011)","260774",0,"CAUCASIAN/WHITE","Bob Sulentic",NA,NA,NA,"Bob","Sulentic",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"12/1/12","11/17/23",70,6083,272769,NA,NA,NA,NA,80,"CBRE","CBRE GROUP INC","CEO","Bob Sulentic","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
265,"CE","CELANESE CORP",NA,NA,"162254",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,"CMA","COMERICA INC",NA,NA,"3231",0,"CAUCASIAN/WHITE",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,"CPRT","COPART INC",NA,"COPART INC","29901",0,"CAUCASIAN/WHITE","Jay Adair",NA,NA,NA,"Jay","Adair",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"2/12/10","4/1/22",100,7852,183351,NA,NA,NA,NA,110,"CPRT","COPART INC","CEO","Jay Adair","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
268,"FLS","FLOWSERVE CORP",NA,"FLOWSERVE CORP","4108",0,"CAUCASIAN/WHITE","Robert Rowe",NA,NA,NA,"Robert","Rowe",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/17",NA,187,12153,1304182,NA,NA,NA,NA,179,"FLS","FLOWSERVE CORP","CEO","Robert Rowe","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
269,"INVH","INVITATION HOMES INC",NA,"INVITATION HOMES INC","30004",0,"CAUCASIAN/WHITE","Dallas Tanner",NA,NA,NA,"Dallas","Tanner",NA,NA,"CEO","President/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/16/19","3/1/23",242,2607907,1862251,NA,NA,NA,NA,239,"INVH","INVITATION HOMES INC","CEO","Dallas Tanner","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
270,"J","JACOBS ENGINEERING GROUP INC",NA,"JACOBS SOLUTIONS INC (Jacobs Engineering Group Inc prior to 08/2022)","6216",0,"CAUCASIAN/WHITE","Steve Demetriou",NA,NA,NA,"Steve","Demetriou",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"7/28/16","1/24/23",253,17251,349932,NA,NA,NA,NA,243,"J","JACOBS ENGINEERING GROUP INC","CEO","Steve Demetriou","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
271,"KMB","KIMBERLY-CLARK CORP",NA,NA,"6435",1,"ASIAN (EXCLUDE INDIAN/SOUTH ASIAN)",NA,NA,NA,NA,NA,NA,NA,NA,"CEO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,"LUV","SOUTHWEST AIRLINES",NA,"SOUTHWEST AIRLINES CO","9882",0,"CAUCASIAN/WHITE","Gary Kelly",NA,NA,NA,"Gary","Kelly",NA,NA,"CEO","Chairman/CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"1/10/17","2/1/22",289,28696,44881,NA,NA,NA,NA,401,"LUV","SOUTHWEST AIRLINES","CEO","Gary Kelly","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
273,"MCK","MCKESSON CORP",NA,"MCKESSON CORP (McKesson HBOC Inc prior to 08/2001)","7171",0,"CAUCASIAN/WHITE","Doctor Brian Tyler",NA,NA,NA,"Brian","Tyler",NA,NA,"CEO","CEO","Executive Director",NA,1,NA,NA,NA,NA,NA,NA,"4/1/19",NA,301,19966,509859,NA,NA,NA,NA,288,"MCK","MCKESSON CORP","CEO","Doctor Brian Tyler","Caucasian/White",0,NA,0,0,"M",0,0,"Yes",NA,"BoardEx"
